StimID,AnswerCertainty,AnswerPolarity,ContextType,count,pos,pos_min,pos_q25,pos_q50,pos_q75,pos_max,pri,pri_min,pri_q25,pri_q50,pri_q75,pri_max,rel,rel_min,rel_q25,rel_q50,rel_q75,rel_max,bch,bch_min,bch_q25,bch_q50,bch_q75,bch_max,ech,ech_min,ech_q25,ech_q50,ech_q75,ech_max,klu,klu_min,klu_q25,klu_q50,klu_q75,klu_max,bfu,bfu_min,bfu_q25,bfu_q50,bfu_q75,bfu_max,Answer,Context,CriticalProposition,YourQuestion,YourQuestionIntro,AnswerIntro
6,low_certainty,negative,negative,9.00,"[0.01, 0.02, 0.08, 0.17, 0.2, 0.3, 0.3, 0.3, 0.44]",0.01,0.08,0.20,0.30,0.44,"[0.01, 0.03, 0.03, 0.04, 0.05, 0.08, 0.13, 0.15, 0.2]",0.01,0.03,0.05,0.13,0.20,"[0.58, 0.59, 0.65, 0.6900000000000001, 0.7000000000000001, 0.7000000000000001, 0.78, 0.8300000000000001, 0.86]",0.58,0.65,0.70,0.78,0.86,"[0.02, 0.06, 0.07, 0.07, 0.13, 0.15, 0.24, 0.25, 0.27]",0.02,0.07,0.13,0.24,0.27,"[0.1135987219, 0.1644899099, 0.2607386477, 0.2676594263, 0.2714505945, 0.3213860543, 0.4154125897, 0.5948939421, 0.6868990414]",0.11,0.26,0.27,0.42,0.69,"[0.0301595696, 0.0613263096, 0.1073626193, 0.2128172956, 0.2800023302, 0.3402681295, 0.3867191182, 0.6588761664, 0.7847899992]",0.03,0.11,0.28,0.39,0.78,"[0.4022988506, 0.5882352941, 0.6734006734, 0.6818181818, 0.7653061224000001, 0.7965686275, 0.8771929825, 0.8838383838, 0.9278350515]",0.40,0.67,0.77,0.88,0.93,There were three slices left yesterday.,"It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was so delicious that the party-goers barely left any behind.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
6,low_certainty,negative,neutral,12.00,"[0.1, 0.14, 0.2, 0.2, 0.3, 0.3, 0.31, 0.35, 0.47, 0.49, 0.5, 0.59]",0.10,0.20,0.30,0.47,0.59,"[0.05, 0.08, 0.1, 0.1, 0.12, 0.2, 0.21, 0.26, 0.4, 0.4, 0.5, 0.51]",0.05,0.10,0.20,0.40,0.51,"[0.19, 0.4, 0.54, 0.55, 0.5700000000000001, 0.6900000000000001, 0.7000000000000001, 0.71, 0.77, 0.85, 0.86, 1.0]",0.19,0.55,0.70,0.79,1.00,"[0.0, 0.02, 0.05, 0.06, 0.07, 0.1, 0.14, 0.15, 0.2, 0.4, 0.4, 0.47]",0.00,0.06,0.12,0.25,0.47,"[0.0, 0.0, 0.0264509941, 0.0664270859, 0.0896596952, 0.1820596214, 0.1925853154, 0.4122953056, 0.4355311378, 0.4471396035, 0.5310044064, 0.5310044064]",0.00,0.06,0.19,0.44,0.53,"[0.0, 0.0026543678, 0.0205632317, 0.0328282137, 0.0653566849, 0.0692424777, 0.1586427336, 0.3714468449, 0.3997802172, 0.7055608241, 0.8167540412000001, 0.8752216846]",0.00,0.03,0.11,0.48,0.88,"[0.0, 0.0768935025, 0.2179598954, 0.2482269504, 0.3571428571, 0.4658385093, 0.5063291139, 0.7407407407000001, 0.7894736842000001, 0.8888888889000001, 0.8888888889000001, 0.905238829]",0.00,0.24,0.49,0.81,0.91,There were three slices left yesterday.,"It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was delicious.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
6,low_certainty,negative,positive,12.00,"[0.05, 0.17, 0.19, 0.2, 0.2, 0.25, 0.29, 0.3, 0.43, 0.6000000000000001, 0.61, 0.75]",0.05,0.20,0.27,0.47,0.75,"[0.28, 0.5, 0.55, 0.65, 0.6900000000000001, 0.7000000000000001, 0.7000000000000001, 0.75, 0.8, 0.8, 0.84, 0.89]",0.28,0.62,0.70,0.80,0.89,"[0.6000000000000001, 0.65, 0.7000000000000001, 0.74, 0.75, 0.8200000000000001, 0.9, 0.9, 0.9, 0.9, 0.91, 1.0]",0.60,0.73,0.86,0.90,1.00,"[0.2, 0.2, 0.32, 0.33, 0.4, 0.45, 0.45, 0.45, 0.53, 0.54, 0.6000000000000001, 0.7000000000000001]",0.20,0.33,0.45,0.53,0.70,"[0.0, 0.024452212, 0.0700127748, 0.1093487379, 0.1745369127, 0.1814963295, 0.2015555017, 0.2121399605, 0.2235861205, 0.2469813446, 0.2490224996, 0.7136030429]",0.00,0.10,0.19,0.23,0.71,"[0.247675866, 0.2936458525, 0.5351113829, 0.5432268033000001, 0.6735501079, 0.7567953461, 0.7601660636, 0.8066265003, 0.8655546159, 0.9098159082, 0.9369042656, 0.9876932258]",0.25,0.54,0.76,0.88,0.99,"[0.5925925926, 0.625, 0.7485380117, 0.7513661202, 0.8164931619, 0.8571428571, 0.8653846154, 0.9122203098, 0.9183673469, 0.9375, 0.9473684211, 0.9710084616]",0.59,0.75,0.86,0.92,0.97,There were three slices left yesterday.,"It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was huge and a lot of the office is out on vacation this week.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
6,low_certainty,positive,negative,15.00,"[0.02, 0.02, 0.02, 0.05, 0.1, 0.1, 0.1, 0.11, 0.2, 0.2, 0.2, 0.21, 0.46, 0.59, 0.66]",0.02,0.07,0.11,0.20,0.66,"[0.0, 0.05, 0.05, 0.05, 0.05, 0.07, 0.1, 0.1, 0.1, 0.12, 0.17, 0.21, 0.62, 0.6900000000000001, 0.9]",0.00,0.05,0.10,0.19,0.90,"[0.05, 0.1, 0.1, 0.16, 0.3, 0.45, 0.52, 0.55, 0.58, 0.58, 0.64, 0.65, 0.7000000000000001, 0.73, 0.95]",0.05,0.23,0.55,0.65,0.95,"[0.0, 0.0, 0.01, 0.02, 0.03, 0.03, 0.05, 0.05, 0.06, 0.08, 0.09, 0.1, 0.13, 0.29, 0.88]",0.00,0.03,0.05,0.10,0.88,"[0.0, 0.0, 0.0184584465, 0.019554645, 0.0316452466, 0.1414405425, 0.1825986365, 0.1825986365, 0.2121218746, 0.213519001, 0.2529325013, 0.327555051, 0.327555051, 0.3376736601, 0.356004444]",0.00,0.03,0.18,0.29,0.36,"[0.0, 0.0, 0.0010126515, 0.0062654659, 0.0068487302, 0.0663109603, 0.0663109603, 0.0908336563, 0.1017036107, 0.1371406666, 0.1565896056, 0.2572033466, 0.5276363727, 0.9992363208, 1.0]",0.00,0.01,0.09,0.21,1.00,"[0.0, 1.1102230249999998e-16, 0.0595238095, 0.1180173092, 0.1278772379, 0.487012987, 0.5263157895, 0.5263157895, 0.5555555556, 0.5741626794, 0.6989247312, 0.759559979, 0.8163265306, 0.9977324263, 1.0]",0.00,0.12,0.53,0.73,1.00,I saw someone with a slice yesterday.,"It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was so delicious that the party-goers barely left any behind.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
6,low_certainty,positive,neutral,5.00,"[0.38, 0.4, 0.4, 0.59, 0.6000000000000001]",0.38,0.40,0.40,0.59,0.60,"[0.03, 0.2, 0.23, 0.25, 0.4]",0.03,0.20,0.23,0.25,0.40,"[0.36, 0.5, 0.58, 0.62, 0.71]",0.36,0.50,0.58,0.62,0.71,"[0.0, 0.2, 0.35, 0.35, 0.36]",0.00,0.20,0.35,0.35,0.36,"[0.0, 0.15967247, 0.1984891652, 0.2490224996, 0.7636501644]",0.00,0.16,0.20,0.25,0.76,"[0.0, 0.2936458525, 0.5973426836, 0.6276697562, 0.8980428834]",0.00,0.29,0.60,0.63,0.90,"[0.0, 0.625, 0.7777777778, 0.7924279111, 0.9495387954]",0.00,0.62,0.78,0.79,0.95,I saw someone with a slice yesterday.,"It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was delicious.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
6,low_certainty,positive,positive,8.00,"[0.55, 0.6000000000000001, 0.64, 0.66, 0.7000000000000001, 0.8, 0.84, 0.9]",0.55,0.63,0.68,0.81,0.90,"[0.5, 0.65, 0.68, 0.7000000000000001, 0.7000000000000001, 0.75, 0.8, 0.91]",0.50,0.67,0.70,0.76,0.91,"[0.3, 0.4, 0.55, 0.61, 0.67, 0.7000000000000001, 0.77, 0.91]",0.30,0.51,0.64,0.72,0.91,"[0.04, 0.04, 0.1, 0.1, 0.15, 0.16, 0.2, 0.21]",0.04,0.09,0.12,0.17,0.21,"[0.0383017315, 0.0587063986, 0.075181295, 0.0876185402, 0.1593628043, 0.15967247, 0.4122953056, 0.4448210822]",0.04,0.07,0.12,0.22,0.44,"[0.0118947248, 0.0173893662, 0.0680386131, 0.0819286435, 0.1589560231, 0.1645353191, 0.3205098295, 0.4455422503]",0.01,0.06,0.12,0.20,0.45,"[0.1633986928, 0.2380952381, 0.3418803419, 0.4166666667, 0.4848484848, 0.5, 0.7407407407000001, 0.7692307692]",0.16,0.32,0.45,0.56,0.77,I saw someone with a slice yesterday.,"It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was huge and a lot of the office is out on vacation this week.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
6,non_answer,positive,negative,10.00,"[0.02, 0.03, 0.07, 0.1, 0.17, 0.2, 0.24, 0.38, 0.38, 0.5]",0.02,0.08,0.18,0.34,0.50,"[0.02, 0.03, 0.06, 0.08, 0.1, 0.17, 0.2, 0.21, 0.27, 0.3]",0.02,0.07,0.14,0.21,0.30,"[0.0, 0.0, 0.09, 0.13, 0.19, 0.21, 0.21, 0.25, 0.5, 0.77]",0.00,0.10,0.20,0.24,0.77,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.06, 0.11, 0.17, 0.42]",0.00,0.00,0.01,0.10,0.42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0384787317, 0.0862506198, 0.116577386, 0.2165592823, 0.5978208098000001]",0.00,0.00,0.02,0.11,0.60,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0027995444, 0.0292823518, 0.0906432187, 0.2208689415, 0.8688027330000001]",0.00,0.00,0.00,0.08,0.87,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1519756839, 0.2631578947, 0.3965392934, 0.5662891406, 0.9130434783]",0.00,0.00,0.08,0.36,0.91,"The cake was half chocolate, half vanilla.","It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was so delicious that the party-goers barely left any behind.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
6,non_answer,positive,neutral,6.00,"[0.05, 0.18, 0.24, 0.26, 0.4, 0.51]",0.05,0.20,0.25,0.36,0.51,"[0.0, 0.18, 0.24, 0.26, 0.45, 0.51]",0.00,0.20,0.25,0.40,0.51,"[0.0, 0.0, 0.0, 0.0, 0.17, 0.53]",0.00,0.00,0.00,0.13,0.53,"[0.0, 0.0, 0.0, 0.0, 0.05, 0.05]",0.00,0.00,0.00,0.04,0.05,"[0.0, 0.0, 0.0, 0.0, 0.0218238595, 0.2863969571]",0.00,0.00,0.00,0.02,0.29,"[0.0, 0.0, 0.0, 0.0, 0.016778263, 1.0]",0.00,0.00,0.00,0.01,1.00,"[0.0, 0.0, 0.0, 1.1102230249999998e-16, 0.1851851852, 1.0]",0.00,0.00,0.00,0.14,1.00,"The cake was half chocolate, half vanilla.","It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was delicious.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
6,non_answer,positive,positive,14.00,"[0.13, 0.38, 0.5, 0.55, 0.55, 0.6000000000000001, 0.65, 0.65, 0.65, 0.7000000000000001, 0.72, 0.77, 0.85, 0.92]",0.13,0.55,0.65,0.71,0.92,"[0.18, 0.4, 0.55, 0.6000000000000001, 0.65, 0.65, 0.65, 0.72, 0.79, 0.8, 0.85, 0.85, 0.88, 0.93]",0.18,0.61,0.69,0.84,0.93,"[0.0, 0.0, 0.0, 0.03, 0.04, 0.04, 0.05, 0.06, 0.1, 0.13, 0.16, 0.25, 0.3, 0.45]",0.00,0.03,0.06,0.15,0.45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 0.04, 0.05, 0.05, 0.15, 0.2, 0.43]",0.00,0.00,0.02,0.05,0.43,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0129085722, 0.0218238595, 0.0365285636, 0.1226388607, 0.1271816751, 0.2490224996, 0.2714505945, 0.6340763491]",0.00,0.00,0.02,0.13,0.63,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002780694, 0.0039083555, 0.0169497126, 0.0277071555, 0.0300653163, 0.2128172956, 0.2936458525, 0.8929958364]",0.00,0.00,0.00,0.03,0.89,"[-2.2204460489999999e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0806451613, 0.1100715465, 0.1851851852, 0.319284802, 0.3623188406, 0.5882352941, 0.625, 0.9247311828]",-0.00,0.00,0.10,0.35,0.92,"The cake was half chocolate, half vanilla.","It's afternoon at the office and you're ready for a snack. There was a birthday party for Lily earlier in the week, and the cake was huge and a lot of the office is out on vacation this week.",there is some cake left,Is there any cake left?,You ask your coworker Meaghan:,Meaghan responds:
7,exhaustive,negative,negative,11.00,"[0.0, 0.01, 0.02, 0.03, 0.1, 0.1, 0.2, 0.21, 0.33, 0.5, 0.65]",0.00,0.03,0.10,0.27,0.65,"[0.05, 0.06, 0.1, 0.16, 0.16, 0.2, 0.35, 0.5, 0.5, 0.6000000000000001, 0.63]",0.05,0.13,0.20,0.50,0.63,"[0.25, 0.36, 0.67, 0.7000000000000001, 0.75, 0.88, 0.92, 0.95, 1.0, 1.0, 1.0]",0.25,0.69,0.88,0.97,1.00,"[0.0, 0.02, 0.04, 0.05, 0.08, 0.1, 0.13, 0.14, 0.15, 0.17, 0.4]",0.00,0.04,0.10,0.14,0.40,"[0.0, 0.0166040373, 0.0850736272, 0.1415506744, 0.1925853154, 0.2490224996, 0.2529325013, 0.2863969571, 0.327555051, 0.4399176968, 0.5535164187]",0.00,0.11,0.25,0.31,0.55,"[0.0, 0.0028683674, 0.0389065435, 0.1147468135, 0.144053627, 0.1565896056, 0.1566663713, 0.1778967355, 0.2568378745, 0.3612495859, 0.671154048]",0.00,0.08,0.16,0.22,0.67,"[0.0, 0.0831600832, 0.4255319149, 0.5063291139, 0.5074626866, 0.5555555556, 0.8163265306, 0.8333333333, 0.8376288660000001, 0.946969697, 1.0]",0.00,0.47,0.56,0.84,1.00,"Lauren is innocent, and she has a solid alibi.",You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. She seems completely loyal to the agency. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.,Lauren is the mole,Is Lauren the mole?,You ask your colleague Alan privately:,Alan responds:
7,exhaustive,negative,neutral,8.00,"[0.0, 0.03, 0.1, 0.1, 0.2, 0.26, 0.3, 0.45]",0.00,0.08,0.15,0.27,0.45,"[0.36, 0.4, 0.4, 0.49, 0.5, 0.5, 0.5700000000000001, 0.63]",0.36,0.40,0.49,0.52,0.63,"[0.62, 0.79, 0.8, 0.84, 0.85, 0.85, 0.95, 1.0]",0.62,0.80,0.84,0.88,1.00,"[0.1, 0.18, 0.23, 0.26, 0.3, 0.37, 0.4, 0.5700000000000001]",0.10,0.22,0.28,0.38,0.57,"[0.0421023613, 0.0896596952, 0.1729650693, 0.2780719051, 0.4736875957, 0.5310044064, 0.7765587366000001, 0.9858150372]",0.04,0.15,0.38,0.59,0.99,"[0.0692424777, 0.198518355, 0.3076758275, 0.4477548582, 0.4728574236, 0.7055608241, 0.7246548769000001, 0.939408938]",0.07,0.28,0.46,0.71,0.94,"[0.3571428571, 0.5194805195000001, 0.6343077772, 0.75, 0.8024691358, 0.8888888889000001, 0.9536082474, 1.0]",0.36,0.61,0.78,0.91,1.00,"Lauren is innocent, and she has a solid alibi.","You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But she is also a bit secretive---not entirely unexpected given your line of work, but your training causes you to dwell on some suspicious details from your conversations. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.",Lauren is the mole,Is Lauren the mole?,You ask your colleague Alan privately:,Alan responds:
7,exhaustive,negative,positive,13.00,"[0.12, 0.25, 0.28, 0.3, 0.3, 0.44, 0.5, 0.58, 0.6000000000000001, 0.6000000000000001, 0.64, 0.65, 0.73]",0.12,0.30,0.50,0.60,0.73,"[0.54, 0.56, 0.59, 0.65, 0.71, 0.75, 0.75, 0.8, 0.8, 0.85, 0.85, 0.93, 0.94]",0.54,0.65,0.75,0.85,0.94,"[0.4, 0.5, 0.5, 0.5700000000000001, 0.5700000000000001, 0.63, 0.64, 0.64, 0.75, 0.75, 0.76, 0.85, 0.92]",0.40,0.57,0.64,0.75,0.92,"[0.14, 0.2, 0.2, 0.25, 0.25, 0.26, 0.3, 0.31, 0.35, 0.4, 0.42, 0.43, 0.5]",0.14,0.25,0.30,0.40,0.50,"[0.0132704358, 0.108296622, 0.1227899309, 0.1350358325, 0.1593628043, 0.1783093968, 0.1887218755, 0.2490224996, 0.3242277507, 0.3611102897, 0.4660175735, 0.6152382701, 0.6155302441]",0.01,0.14,0.19,0.36,0.62,"[0.1320855606, 0.2936458525, 0.3336112103, 0.3672337324, 0.3798721295, 0.4561423965, 0.5136252489, 0.6688870621, 0.7265828846, 0.7300582054, 0.7343251985, 0.7961086117, 0.8556679419000001]",0.13,0.37,0.51,0.73,0.86,"[0.4677581022, 0.625, 0.6632653061, 0.6666666667000001, 0.6722689076, 0.7352941176000001, 0.7380952381, 0.8205128205000001, 0.8411580595, 0.8838383838, 0.8865248227, 0.8928571429000001, 0.8960573477]",0.47,0.67,0.74,0.88,0.90,"Lauren is innocent, and she has a solid alibi.","You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But lately you have noticed some suspicious things about her habits. She is almost always the last to leave, but one time when you stayed to work late, you noticed her talking to a shady figure in the parking lot. Another time, you could have sworn you saw her slip some documents into her bag before leaving---documents that are not supposed to leave the office. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.",Lauren is the mole,Is Lauren the mole?,You ask your colleague Alan privately:,Alan responds:
7,exhaustive,positive,negative,5.00,"[0.41, 0.81, 0.95, 0.97, 0.97]",0.41,0.81,0.95,0.97,0.97,"[0.05, 0.11, 0.2, 0.5, 0.52]",0.05,0.11,0.20,0.50,0.52,"[0.73, 0.76, 0.96, 0.97, 0.99]",0.73,0.76,0.96,0.97,0.99,"[0.3, 0.31, 0.45, 0.77, 0.9]",0.30,0.31,0.45,0.77,0.90,"[3.8857805859999997e-16, 0.2985285401, 0.4765845106, 0.5275362371, 0.8044536782]",0.00,0.30,0.48,0.53,0.80,"[0.4971117831, 0.6270127667000001, 0.8231882716000001, 0.9914401971, 0.9998497324]",0.50,0.63,0.82,0.99,1.00,"[0.7654320988000001, 0.8221430529, 0.9664948454, 0.9922680412, 0.9972299169]",0.77,0.82,0.97,0.99,1.00,Last night Lauren was arrested for leaking classified information.,You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. She seems completely loyal to the agency. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.,Lauren is the mole,Is Lauren the mole?,You ask your colleague Alan privately:,Alan responds:
7,exhaustive,positive,neutral,10.00,"[0.5700000000000001, 0.75, 0.85, 0.9, 0.91, 0.93, 0.95, 0.95, 0.97, 1.0]",0.57,0.86,0.92,0.95,1.00,"[0.2, 0.39, 0.5, 0.5, 0.51, 0.52, 0.52, 0.5700000000000001, 0.65, 0.65]",0.20,0.50,0.52,0.56,0.65,"[0.58, 0.65, 0.76, 0.8, 0.93, 0.95, 0.95, 0.96, 0.98, 1.0]",0.58,0.77,0.94,0.96,1.00,"[0.08, 0.3, 0.35, 0.36, 0.38, 0.39, 0.41, 0.41, 0.48, 0.77]",0.08,0.35,0.39,0.41,0.77,"[0.0517469818, 0.153521424, 0.3901596953, 0.5275362371, 0.5307158482000001, 0.5635301829, 0.6329218851, 0.6476710983, 0.6994180801000001, 0.998845536]",0.05,0.42,0.55,0.64,1.00,"[0.0443470646, 0.5828864093, 0.5887007352, 0.5927694933000001, 0.6896918401000001, 0.7148328347, 0.7268068429, 0.7403288065, 0.8860843144, 0.9914401971]",0.04,0.59,0.70,0.74,0.99,"[0.2862254025, 0.7868852459, 0.8235294118, 0.8843537415, 0.9010989011, 0.9022556391, 0.9184587814, 0.9302325581, 0.9922680412, 1.0]",0.29,0.84,0.90,0.93,1.00,Last night Lauren was arrested for leaking classified information.,"You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But she is also a bit secretive---not entirely unexpected given your line of work, but your training causes you to dwell on some suspicious details from your conversations. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.",Lauren is the mole,Is Lauren the mole?,You ask your colleague Alan privately:,Alan responds:
7,exhaustive,positive,positive,11.00,"[0.6000000000000001, 0.7000000000000001, 0.93, 0.94, 0.95, 0.96, 1.0, 1.0, 1.0, 1.0, 1.0]",0.60,0.94,0.96,1.00,1.00,"[0.3, 0.55, 0.6000000000000001, 0.66, 0.7000000000000001, 0.74, 0.78, 0.79, 0.8300000000000001, 0.9, 0.93]",0.30,0.63,0.74,0.81,0.93,"[0.7000000000000001, 0.75, 0.86, 0.88, 0.89, 0.93, 0.95, 0.96, 0.99, 1.0, 1.0]",0.70,0.87,0.93,0.97,1.00,"[0.07, 0.1, 0.1, 0.16, 0.17, 0.19, 0.22, 0.28, 0.3, 0.3, 0.41]",0.07,0.13,0.19,0.29,0.41,"[0.0896596952, 0.0896596952, 0.3659236509, 0.4550857828, 0.4608227216, 0.4689955936, 0.5973737858, 0.6577047787, 0.7504822649, 0.760167503, 0.8812908992]",0.09,0.41,0.47,0.70,0.88,"[0.0692424777, 0.2142170136, 0.2908332758, 0.2953119505, 0.3302852387, 0.4615030578, 0.4716253553, 0.5316538311, 0.5619274618, 0.6942075016, 0.7665384051]",0.07,0.29,0.46,0.55,0.77,"[0.3571428571, 0.7142857143, 0.7857733664000001, 0.8020050125, 0.8760951189, 0.9490740741, 1.0, 1.0, 1.0, 1.0, 1.0]",0.36,0.79,0.95,1.00,1.00,Last night Lauren was arrested for leaking classified information.,"You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But lately you have noticed some suspicious things about her habits. She is almost always the last to leave, but one time when you stayed to work late, you noticed her talking to a shady figure in the parking lot. Another time, you could have sworn you saw her slip some documents into her bag before leaving---documents that are not supposed to leave the office. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.",Lauren is the mole,Is Lauren the mole?,You ask your colleague Alan privately:,Alan responds:
7,high_certainty,negative,negative,7.00,"[0.0, 0.03, 0.04, 0.05, 0.08, 0.16, 0.5]",0.00,0.04,0.05,0.12,0.50,"[0.2, 0.26, 0.35, 0.4, 0.5, 0.5, 0.52]",0.20,0.30,0.40,0.50,0.52,"[0.5, 0.89, 0.9, 0.91, 0.96, 0.98, 1.0]",0.50,0.90,0.91,0.97,1.00,"[0.0, 0.18, 0.2, 0.31, 0.35, 0.36, 0.47]",0.00,0.19,0.31,0.35,0.47,"[0.0, 0.3645359814, 0.4245671823, 0.6845536373000001, 0.6917758663, 0.7219280949, 0.8056081422]",0.00,0.39,0.68,0.71,0.81,"[0.0, 0.2968381918, 0.5234901251, 0.6074524959000001, 0.6153369946, 0.6687291379, 0.8435441315000001]",0.00,0.41,0.61,0.64,0.84,"[0.0, 0.7525083612, 0.8241758242, 0.9210526316, 0.9226190476, 0.9690721649, 1.0]",0.00,0.79,0.92,0.95,1.00,The leak wasn't from Lauren's department.,You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. She seems completely loyal to the agency. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.,Lauren is the mole,Is Lauren the mole?,You ask your colleague Alan privately:,Alan responds:
7,high_certainty,negative,neutral,11.00,"[0.0, 0.02, 0.03, 0.04, 0.05, 0.08, 0.08, 0.1, 0.1, 0.15, 0.26]",0.00,0.04,0.08,0.10,0.26,"[0.2, 0.3, 0.33, 0.48, 0.5, 0.5, 0.55, 0.64, 0.65, 0.7000000000000001, 0.73]",0.20,0.41,0.50,0.65,0.73,"[0.68, 0.7000000000000001, 0.75, 0.77, 0.8, 0.9, 0.95, 0.95, 0.95, 0.99, 1.0]",0.68,0.76,0.90,0.95,1.00,"[0.12, 0.23, 0.28, 0.38, 0.4, 0.4, 0.4, 0.5, 0.62, 0.66, 0.68]",0.12,0.33,0.40,0.56,0.68,"[0.1159368168, 0.3197489047, 0.3829341493, 0.4459307792, 0.5310044064, 0.5550676791, 0.5966663458, 0.6389987101, 0.7396761975, 0.7398503567, 1.0]",0.12,0.41,0.56,0.69,1.00,"[0.1677551904, 0.3847394248, 0.5996687236, 0.6296309532000001, 0.6828511041, 0.7055608241, 0.7184700902000001, 0.9, 0.9491124867, 0.9641720226, 0.9705439084]",0.17,0.61,0.71,0.92,0.97,"[0.652173913, 0.7744107744000001, 0.8023648649, 0.8556149733, 0.8888888889000001, 0.9057971014, 0.9523809524, 0.9805335256, 0.9821428571, 0.9833465504, 1.0]",0.65,0.83,0.91,0.98,1.00,The leak wasn't from Lauren's department.,"You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But she is also a bit secretive---not entirely unexpected given your line of work, but your training causes you to dwell on some suspicious details from your conversations. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.",Lauren is the mole,Is Lauren the mole?,You ask your colleague Alan privately:,Alan responds:
