submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,posterior_confidence,prior_confidence,posterior_sliderResponse,prior_sliderResponse,relevance_sliderResponse,first_order_belief_change,second_order_belief_change,entropy_change,kl_utility,bayes_factor_utility,beta_kl_utility,beta_entropy_change,beta_bayes_factor_utility,pure_second_order_belief_change,prior_beta_for_kl_a,prior_beta_for_kl_b,posterior_beta_for_kl_a,posterior_beta_for_kl_b,prior_beta_for_entropy_a,prior_beta_for_entropy_b,posterior_beta_for_entropy_a,posterior_beta_for_entropy_b,prior_beta_for_bf_a,prior_beta_for_bf_b,posterior_beta_for_bf_a,posterior_beta_for_bf_b,prior_beta_for_2nd_order_change_a,prior_beta_for_2nd_order_change_b,posterior_beta_for_2nd_order_change_a,posterior_beta_for_2nd_order_change_b,answer_class,belief_change,deviant,task_sensitivity
5860,helpful,12,exhaustive,positive,neutral,0.0,0.625,7,6,0.99,0.12,0.98,0.87,1,0.4485677294,0.9988763162,0.9986225895,1.0,4.6120000000000003e-07,14.1433412114,116.1046039664,17.8213173612,124.3563273154,267.6407994679,3.6933414088,1.0001513248,1.0011097151,1.0014099686,1.0000142421,13607.0350981507,99778.5907197719,1315064.8245120605,13284.4729748693,12.8123872166,87.6241729221,213.395752464,3.1454116411,True,True,False,1.0
5871,helpful,2,low_certainty,negative,negative,1.0,0.5,7,7,0.06,0.19,0.76,0.13,0,0.3740265407,0.2094608492,0.7278835386,0.9999999852,3.246000000000001e-07,12.7523782369,0.0,52.1734867666,219.1606541101,17.1600484526,254.1740924241,1.0002706,1.0011536106,1.0000854526,1.001338758,252386.9865225166,1075962.3109644132,79701.8378492158,1248647.459637714,41.76282118,174.7783429251,13.8724698463,202.6686942588,True,True,False,1.0
5871,helpful,3,exhaustive,positive,positive,1.0,0.5,7,6,1.0,0.89,1.0,0.11,1,0.4999159582,0.3209883257,1.0,1.0,4.7410000000000004e-07,14.0305494102,116.1046039663,125.7581037622,16.4195409144,270.3341408767,1.0,1.0011223255,1.0001387144,1.0014242107,1.0,100912.4269779511,12473.1988399715,1328348.2974869297,1.0,88.6085385235,11.8280216153,215.5411641051,1.0,True,True,False,1.0
5871,helpful,4,non_answer,positive,positive,1.0,0.5,5,5,0.5,0.5,0.04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,37.2501642817,37.2501642817,37.2501642817,37.2501642817,1.0005489412,1.0005489412,1.0005489412,1.0005489412,4839.2016190487,4839.2016190487,4839.2016190487,4839.2016190487,23.2923441005,23.2923441005,23.2923441005,23.2923441005,False,True,False,1.0
5871,helpful,5,high_certainty,negative,positive,1.0,0.5,6,7,0.25,1.0,0.84,0.75,1,0.8112781245,1.0,1.0,1.0,7.081e-07,14.1412403798,116.1046039663,270.3341408767,1.0,36.0444111691,106.1332335074,1.0014242107,1.0,1.00031526,1.0009457799,1328348.2974869297,1.0,28346.9064544807,85038.719363442,215.5411641051,1.0,25.6091400347,74.8274201041,True,True,False,1.0
5871,helpful,6,high_certainty,negative,positive,1.0,0.5,7,7,0.09,0.74,0.96,0.65,0,0.3902765554,0.9574534281,0.9652509653,1.0,3.679e-07,14.3618115167,0.0,200.3072642487,71.0268766279,25.2400726789,246.0940681978,1.0010539159,1.0003702948,1.000128179,1.0012960317,982978.000140328,345371.2973466017,119552.2567738237,1208797.040713106,159.7604614378,56.7807026673,20.3087047695,196.2324593356,True,True,False,1.0
5871,helpful,7,exhaustive,negative,neutral,1.0,0.5,6,5,0.35,0.8,0.29,0.45,1,0.2121399605,0.7948176685,0.8653846154,0.9999999994,8.53e-08,11.5493463255,53.8518719379,59.0002628507,15.5000657127,50.0621756368,92.1154690398,1.0008783059,1.0002195765,1.000441364,1.0008196759,7742.122590478,1936.2806476195,39685.2690362729,73700.3567816497,36.6677505607,9.9169376402,35.4527960486,64.9837640902,True,True,False,1.0
5871,helpful,8,low_certainty,positive,negative,1.0,0.5,7,6,0.9,0.1,0.84,0.8,1,0.0,0.9970888807,0.987654321,1.0,1.5380000000000001e-07,14.0102263806,116.1046039663,15.0177644677,127.1598802089,243.400726789,27.9334140877,1.000126104,1.0011349359,1.0012817896,1.0001424211,11339.3625817923,102046.2632361304,1195513.5677382369,132835.7297486929,10.8436560139,89.5929041249,194.0870476946,22.4541164105,True,True,False,1.0
5871,helpful,10,high_certainty,positive,neutral,1.0,0.5,7,6,0.96,0.89,0.94,0.07,1,0.2576237691,0.1015014972,0.6628787879,0.9870458688,3.462e-07,14.0102263806,116.1046039663,125.7581037622,16.4195409144,259.5607752416,11.7733656351,1.0011223255,1.0001387144,1.0013672422,1.0000569684,100912.4269779511,12473.1988399715,1275214.4055874525,53134.8918994772,88.6085385235,11.8280216153,206.9595175409,9.5816465642,True,True,False,1.0
5871,helpful,11,low_certainty,negative,neutral,1.0,0.5,7,3,0.2,0.77,0.97,0.5700000000000001,4,0.0560832087,0.9108176775,0.9253246753,0.9999621803,3.554e-07,14.0993960176,206.519359781,15.2108015112,5.244784867,54.8668281753,216.4673127013,1.0005941376,1.0001774697,1.0002848421,1.0011393685,53.7582533665,16.7589587978,265670.4594973859,1062678.8379895438,7.1767893296,2.8450149945,43.908232821,172.6329312841,True,True,False,1.0
5871,helpful,12,high_certainty,positive,negative,1.0,0.5,5,7,0.2,0.0,0.34,0.2,2,0.7219280949,1.0,1.0,1.0,7.272e-07,14.0950673008,169.9564759042,1.0,270.3341408767,15.5000657127,59.0002628507,1.0,1.0014242107,1.0002195765,1.0008783059,1.0,1328348.2974869297,1936.2806476195,7742.122590478,1.0,215.5411641051,9.9169376402,36.6677505607,True,True,False,1.0
5882,helpful,1,exhaustive,positive,negative,1.0,0.5,6,4,0.68,0.55,0.6900000000000001,0.13,2,0.0883929963,0.1103014885,0.4248366013,0.6884762600000001,1.445e-07,11.6312549634,78.8295559583,21.3707764556,17.6669989182,96.3207983801,45.8568462965,1.000514106,1.0004206322,1.0008575071,1.0004035328,454.2725777401,371.8593817874,77101.8655561874,36283.7602617352,11.7838522992,9.8231518812,67.9368608943,32.4996992444,True,True,False,1.0
5882,helpful,3,low_certainty,positive,positive,1.0,0.5,3,3,0.52,0.52,0.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,10.5969049167,9.8586814615,10.5969049167,9.8586814615,1.0004012358,1.0003703715,1.0004012358,1.0003703715,36.6289503254,33.8882618389,36.6289503254,33.8882618389,5.1713382485,4.8504660756,5.1713382485,4.8504660756,True,True,False,1.0
5882,helpful,4,exhaustive,negative,positive,1.0,0.5,5,3,0.05,0.42,0.81,0.37,2,0.6950569379,0.6999189410000001,0.9273182957,0.9996398779,4.4870000000000004e-07,9.1705476419,36.5628838768,8.7513462788,11.7042400994,4.6250164282,69.8753121352,1.0003240751,1.0004475322,1.0000548941,1.0010429883,29.777229109,40.7399830553,484.8201619049,9193.5830761926,4.3691578161,5.652646508,3.22923441,43.3554537909,True,True,False,1.0
5882,helpful,5,exhaustive,positive,neutral,1.0,0.5,4,4,0.77,0.18,0.87,0.59,0,0.0979342578,0.9358444362,0.9344314222,0.9999999962,4.23e-08,6.8818995953,0.0,7.6667995673,31.3709758065,29.5190870378,9.518688336,1.0001682529,1.0007664853,1.0007197484,1.0002149898,149.343752715,676.7882068126,635.5816088362,190.5503506913,4.5292607525,17.0777434279,16.0973932189,5.5096109615,True,True,False,1.0
5882,helpful,6,low_certainty,negative,neutral,1.0,0.5,5,5,0.23,0.1,0.53,0.13,0,0.30901571,0.2112752669,0.6280193237,0.9376794548,1.724e-07,7.8311665364,0.0,8.2500328563,66.2502957071,17.6750755696,56.8252529938,1.0001097882,1.0009880941,1.0002525129,1.0008453694,968.6403238097,8709.7629142877,2226.5727447624,7451.830493335,5.4584688201,41.1262193808,11.2544782862,35.3302099147,True,True,False,1.0
5882,helpful,7,high_certainty,negative,negative,1.0,0.5,5,2,0.28,0.42,0.6000000000000001,0.14,3,0.1260030845,0.130659694,0.462962963,0.5086342361,1.66e-07,9.1772368476,41.9363546758,4.6618196921,6.0567986224,21.3000919978,53.2002365657,1.0002555657,1.000352924,1.0003074071,1.0007904753,2.6880760594,3.3311526535,2710.3929066673,6968.0103314302,2.1123000806,2.5360334446,13.4837126963,33.1009755047,True,True,False,1.0
5882,helpful,8,high_certainty,positive,positive,1.0,0.5,6,5,0.8,0.65,0.8300000000000001,0.15,1,0.2121399605,0.1647379324,0.5357142857,0.9567524323,2.246e-07,11.5493463255,53.8518719378,48.1252135662,26.3751149972,113.1421157413,29.0355289353,1.0007136235,1.0003842588,1.0010088319,1.000252208,6290.6621047633,3387.7411333341,90707.9006543381,22677.7251635845,29.9800473306,16.6046408703,79.749248111,20.6873120277,True,True,False,1.0
5882,helpful,9,exhaustive,negative,negative,1.0,0.5,6,6,0.1,0.1,0.89,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,15.0177644677,127.1598802089,15.0177644677,127.1598802089,1.000126104,1.0011349359,1.000126104,1.0011349359,11339.3625817923,102046.2632361304,11339.3625817923,102046.2632361304,10.8436560139,89.5929041249,10.8436560139,89.5929041249,True,True,False,1.0
5882,helpful,10,high_certainty,negative,neutral,1.0,0.5,5,3,0.5700000000000001,0.47,0.35,0.1,2,0.0115865514,0.0644213808,0.3310162198,0.3683205433,6.29e-08,9.1705476419,36.5628838768,9.6741255978,10.7814607804,42.3251872811,32.1751412823,1.0003626554,1.0004089519,1.000625793,1.0004720894,33.2030897172,37.3141224471,5516.5498457155,4161.8533923819,4.7702480323,5.2515562918,26.4132722745,20.1714159264,True,True,False,1.0
5882,helpful,11,non_answer,positive,negative,1.0,0.5,5,5,0.73,0.67,0.26,0.06,0,0.0734617366,0.0276111559,0.2490660025,0.3504763912,4.75e-08,7.0589029301,1e-10,49.5752201375,24.9251084259,53.9252398513,20.5750887121,1.0007355812,1.0003623012,1.0008014541,1.0002964282,6484.1901695253,3194.2130685722,7064.7743638111,2613.6288742863,30.8717410946,15.7129471063,33.5468223867,13.0378658143,False,True,False,1.0
5886,helpful,1,exhaustive,positive,positive,0.5,0.875,7,6,1.0,0.89,1.0,0.11,1,0.4999159582,0.3209883257,1.0,1.0,4.7410000000000004e-07,14.0305494102,116.1046039663,125.7581037622,16.4195409144,270.3341408767,1.0,1.0011223255,1.0001387144,1.0014242107,1.0,100912.4269779511,12473.1988399715,1328348.2974869297,1.0,88.6085385235,11.8280216153,215.5411641051,1.0,True,True,False,1.0
5886,helpful,3,high_certainty,negative,negative,0.5,0.875,6,6,0.12,0.2,0.86,0.08,0,0.1925672296,0.072246139,0.4545454545,0.9148698952,1.42e-07,9.8060610421,0.0,29.0355289353,113.1421157413,17.8213173612,124.3563273154,1.000252208,1.0010088319,1.0001513248,1.0011097151,22677.7251635845,90707.9006543381,13607.0350981507,99778.5907197719,20.6873120277,79.749248111,12.8123872166,87.6241729221,True,True,False,1.0
5886,helpful,5,exhaustive,negative,neutral,0.5,0.875,6,4,0.07,0.5700000000000001,0.95,0.5,2,0.6198913863000001,0.8497563990000001,0.9432182607,0.9999999998,5.393000000000001e-07,11.6312549634,78.8295559583,22.111531963,16.9262434107,10.8124351274,131.3652095492,1.0005328008,1.0004019374,1.0000882728,1.0011727671,470.7552169307,355.3767425968,7937.8538072546,105447.772010668,12.1759923828,9.4310117976,7.8905592097,92.546000929,True,True,False,1.0
5886,helpful,6,low_certainty,negative,neutral,0.5,0.875,6,5,0.05,0.08,0.72,0.03,1,0.1157822331,0.0229323697,0.3947368421,0.4026103093,2.1370000000000001e-07,11.5493463255,53.8518719377,6.8000262851,67.7003022783,8.0088822338,134.1687624428,1.0000878306,1.0010100518,1.000063052,1.0011979879,775.1122590478,8903.2909790496,5670.1812908961,107715.4445270265,4.5667750561,42.0179131449,5.9218280069,94.5147321318,True,True,False,1.0
5886,helpful,7,high_certainty,positive,positive,0.5,0.875,6,5,0.91,0.88,0.77,0.03,1,0.0928910482,0.015211371,0.2747252747,0.2926789654,1.872e-07,11.5493463255,53.8518719379,64.8002891358,9.7000394276,128.5616566557,13.6159880209,1.0009661365,1.0001317459,1.0011475463,1.0001134936,8516.2348495257,1162.1683885717,103180.0994943096,10205.526323613,40.2345256168,6.3501625841,90.5772697263,9.8592904125,True,True,False,1.0
5886,helpful,8,high_certainty,negative,neutral,0.5,0.875,5,4,0.45,0.45,0.39,0.0,1,0.0,0.0,0.0,0.0582647171,3.08e-08,9.0886552519,24.9776840205,17.6669989182,21.3707764556,33.6251478535,40.8751807099,1.0004206322,1.000514106,1.0004940471,1.0006038353,371.8593817874,454.2725777401,4355.3814571438,5323.0217809536,9.8231518812,11.7838522992,21.0631096904,25.5215785105,True,True,False,1.0
5886,helpful,9,non_answer,positive,positive,0.5,0.875,1,5,0.0,0.79,0.18,0.79,4,0.7414827399,0.994396476,1.0,1.0,1.7430000000000005e-07,9.1778057594,44.4286887558,58.2752595651,16.2250689983,1.0,4.6164989087,1.0008673271,1.0002305553,1.0,1.0004453854,7645.358558097,2033.0446800005,1.0,-0.4862089242,36.2219036787,10.3627845222,1.0,1.1559994451,False,False,False,1.0
5886,helpful,10,low_certainty,positive,negative,0.5,0.875,5,5,0.65,0.29,0.8200000000000001,0.36,0,0.065346809,0.6016076373,0.7800650054,0.9999982888,4.28e-08,8.849228503900001,1e-10,22.0250952834,52.47523328,48.1252135662,26.3751149972,1.0003183859,1.0007794965,1.0007136235,1.0003842588,2807.1569390483,6871.2462990492,6290.6621047633,3387.7411333341,13.9295595783,32.6551286227,29.9800473306,16.6046408703,True,True,False,1.0
5886,helpful,11,low_certainty,positive,negative,0.5,0.875,5,3,0.68,0.49,0.76,0.19,2,0.095329984,0.217104005,0.5478662053000001,0.7010570643,1.181e-07,9.1705476419,36.5628838768,10.0432373253,10.4123490529,50.3002234231,24.2001051403,1.0003780876,1.0003935197,1.00074656,1.0003513224,34.5734339605,35.9437782038,6580.9542019063,3097.4490361912,4.9306841188,5.0911202053,31.3175879766,15.2671002243,True,True,False,1.0
5886,helpful,12,exhaustive,positive,neutral,0.5,0.875,4,6,1.0,0.08,1.0,0.92,2,0.4021791902,0.9997729383,1.0,1.0,1.653e-07,11.6312549634,78.8295559583,12.2142115741,129.9634331025,38.0377753738,1.0,1.0001008832,1.0011601567,1.0009347382,1.0,9071.6900654338,104313.9357524888,825.1319595275,1.0,8.8749248111,91.5616353276,20.6070041804,1.0,True,True,False,1.0
5887,relevant,1,exhaustive,negative,positive,1.0,0.5,6,7,0.15,0.94,0.9,0.79,1,0.2823953856,0.9985991534,0.9887359199,1.0,3.636e-07,14.0373061291,116.1046039664,254.1740924241,17.1600484526,22.0266467015,120.1509979751,1.001338758,1.0000854526,1.000189156,1.0010718839,1248647.459637714,79701.8378492157,17008.5438726884,96377.0819452342,202.6686942588,13.8724698463,15.7654840208,84.6710761179,True,True,False,1.0
5887,relevant,2,low_certainty,negative,negative,1.0,0.5,6,6,0.1,0.29,0.65,0.19,0,0.3997256528,0.2990130856,0.7279693487000001,0.9999984053,3.026e-07,10.6709946584,1e-10,41.6515169562,100.5261277204,15.0177644677,127.1598802089,1.0003657016,1.0008953383,1.000126104,1.0011349359,32882.2514871976,80503.3743307251,11339.3625817923,102046.2632361304,29.5466024402,70.8899576985,10.8436560139,89.5929041249,True,True,False,1.0
5887,relevant,4,high_certainty,positive,negative,1.0,0.5,4,4,0.51,0.66,0.79,0.15,0,0.0748927368,0.146206105,0.4638218924,0.6821404501,3.6600000000000003e-08,5.5184146341,1e-10,25.4449317467,13.5928436271,19.8892654406,19.1485099331,1.0006169272,1.000317811,1.0004767165,1.0004580217,544.9270932882,281.2048662394,421.307299359,404.8246601685,13.940622759,7.6663814213,10.999572132,10.6074320484,True,True,False,1.0
5887,relevant,5,high_certainty,positive,positive,1.0,0.5,7,7,0.98,0.93,0.95,0.05,0,0.2244831084,0.0835535651,0.7288629738,0.998956878,1.515e-07,11.7968760572,0.0,251.4807510153,19.8533898614,264.9474580592,6.3866828175,1.0013245159,1.0000996947,1.0013957264,1.0000284842,1235363.986662845,92985.310824085,1301781.351537191,26567.9459497386,200.5232826177,16.0178814874,211.250340823,5.2908232821,True,True,False,1.0
5887,relevant,6,exhaustive,positive,negative,1.0,0.5,6,7,0.85,0.21,0.98,0.64,1,0.1316424352,0.9558408163,0.9530900968,1.0,1e-09,14.0102263806,116.1046039664,57.5601695841,213.7739712926,120.1509979751,22.0266467015,1.0002990842,1.0011251264,1.0010718839,1.000189156,278953.9324722552,1049395.3650146746,96377.0819452342,17008.5438726884,46.0536444621,170.487519643,84.6710761179,15.7654840208,True,True,False,1.0
5887,relevant,7,high_certainty,negative,neutral,1.0,0.5,6,5,0.1,0.59,0.93,0.49,1,0.5075048752,0.8281298275000001,0.922787194,1.0,4.358e-07,11.5493463255,53.8518719379,43.7751938524,30.725134711,15.0177644677,127.1598802089,1.0006477506,1.0004501318,1.000126104,1.0011349359,5710.0779104775,3968.32532762,11339.3625817923,102046.2632361304,27.3049660385,19.2797221624,10.8436560139,89.5929041249,True,True,False,1.0
5887,relevant,8,low_certainty,positive,positive,1.0,0.5,7,7,0.95,0.93,0.96,0.02,0,0.0795266938,0.0111978911,0.3007518797,0.4940362139,5.86e-08,10.8806079092,0.0,251.4807510153,19.8533898614,256.8674338329,14.4667070438,1.0013245159,1.0000996947,1.0013530001,1.0000712105,1235363.986662845,92985.310824085,1261930.9326125833,66418.3648743464,200.5232826177,16.0178814874,204.8141058998,11.7270582053,True,True,False,1.0
5887,relevant,9,high_certainty,negative,neutral,1.0,0.5,7,5,0.04,0.27,0.96,0.23,2,0.5991724471000001,0.4618998961,0.887345679,0.9999998995,6.728e-07,14.0921364057,169.9564759041,20.5750887121,53.9252398513,11.7733656351,259.5607752416,1.0002964282,1.0008014541,1.0000569684,1.0013672422,2613.6288742863,7064.7743638111,53134.8918994772,1275214.4055874525,13.0378658143,33.5468223867,9.5816465642,206.9595175409,True,True,False,1.0
5887,relevant,11,exhaustive,positive,positive,1.0,0.5,7,6,1.0,0.9,0.99,0.1,1,0.4689955936,0.2953119505,1.0,1.0,4.5350000000000003e-07,14.028718835,116.1046039663,127.1598802089,15.0177644677,270.3341408767,1.0,1.0011349359,1.000126104,1.0014242107,1.0,102046.2632361304,11339.3625817923,1328348.2974869297,1.0,89.5929041249,10.8436560139,215.5411641051,1.0,True,True,False,1.0
5887,relevant,12,non_answer,positive,neutral,1.0,0.5,7,7,0.03,0.03,0.01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,9.0800242263,262.2541166504,9.0800242263,262.2541166504,1.0000427263,1.0013814843,1.0000427263,1.0013814843,39851.4189246079,1288497.8785623217,39851.4189246079,1288497.8785623217,7.4362349232,209.1049291819,7.4362349232,209.1049291819,False,True,False,1.0
5889,helpful,1,high_certainty,positive,positive,0.75,0.625,7,6,0.97,0.75,0.98,0.22,1,0.6168862666,0.4607309652,0.9072164948,1.0,6.112000000000001e-07,14.0102263806,116.1046039663,106.1332335074,36.0444111691,262.2541166504,9.0800242263,1.0009457799,1.00031526,1.0013814843,1.0000427263,85038.719363442,28346.9064544807,1288497.8785623217,39851.4189246079,74.8274201041,25.6091400347,209.1049291819,7.4362349232,True,True,False,1.0
5889,helpful,2,low_certainty,negative,negative,0.75,0.625,6,6,0.2,0.33,0.84,0.13,0,0.1929982779,0.1293931471,0.4924242424,0.9883932561,1.5950000000000005e-07,10.2915264596,1e-10,47.2586227433,94.9190219333,29.0355289353,113.1421157413,1.0004161432,1.0008448967,1.000252208,1.0010088319,37417.5965199145,75968.0292980081,22677.7251635845,90707.9006543381,33.4840648458,66.952495293,20.6873120277,79.749248111,True,True,False,1.0
5889,helpful,3,low_certainty,positive,negative,0.75,0.625,5,5,0.56,0.41,0.55,0.15,0,0.0130870525,0.1403465791,0.4539951574,0.893789649,8.9e-09,7.9741614646,0.0,30.725134711,43.7751938524,41.6001839955,32.9001445679,1.0004501318,1.0006477506,1.0006148141,1.0004830682,3968.32532762,5710.0779104775,5419.7858133346,4258.6174247629,19.2797221624,27.3049660385,25.9674253925,20.6172628084,True,True,False,1.0
5889,helpful,5,exhaustive,positive,positive,0.75,0.625,7,6,1.0,0.8200000000000001,1.0,0.18,1,0.6800770457,0.4827555793,1.0,1.0,6.039000000000001e-07,14.0432704591,116.1046039663,115.9456686348,26.2319760418,270.3341408767,1.0,1.0010340527,1.0002269872,1.0014242107,1.0,92975.5731706965,20410.0526472261,1328348.2974869297,1.0,81.7179793138,18.718580825,215.5411641051,1.0,True,True,False,1.0
5889,helpful,6,high_certainty,positive,neutral,0.75,0.625,6,5,0.81,0.36,0.92,0.45,1,0.2412117294,0.7571967357,0.8680555556,1.0,2.462e-07,11.5493463255,53.8518719379,27.1001182828,47.4002102806,114.543892188,27.6337524886,1.0003952377,1.0007026447,1.0010214423,1.0002395976,3484.5051657151,6193.8980723824,91841.7369125173,21543.8889054053,17.0504877523,29.5342004486,80.7336137124,19.7029464264,True,True,False,1.0
5889,helpful,7,low_certainty,positive,neutral,0.75,0.625,6,6,0.73,0.73,0.0,0.0,0,0.0,0.0,1.1102230249999998e-16,0.0,0.0,0.6931471806,0.0,103.3296806139,38.8479640627,103.3296806139,38.8479640627,1.0009205591,1.0003404808,1.0009205591,1.0003404808,82771.0468470835,30614.5789708391,82771.0468470835,30614.5789708391,72.8586889013,27.5778712375,72.8586889013,27.5778712375,True,True,False,1.0
5889,helpful,9,exhaustive,negative,positive,0.75,0.625,6,6,0.1,0.85,0.96,0.75,0,0.1408447111,0.9903998055,0.9803921569,1.0,9.790000000000001e-08,12.0440091342,1e-10,120.1509979751,22.0266467015,15.0177644677,127.1598802089,1.0010718839,1.000189156,1.000126104,1.0011349359,96377.0819452342,17008.5438726884,11339.3625817923,102046.2632361304,84.6710761179,15.7654840208,10.8436560139,89.5929041249,True,True,False,1.0
5889,helpful,10,non_answer,positive,neutral,0.75,0.625,5,5,0.5,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,37.2501642817,37.2501642817,37.2501642817,37.2501642817,1.0005489412,1.0005489412,1.0005489412,1.0005489412,4839.2016190487,4839.2016190487,4839.2016190487,4839.2016190487,23.2923441005,23.2923441005,23.2923441005,23.2923441005,False,True,False,1.0
5889,helpful,11,high_certainty,negative,negative,0.75,0.625,6,6,0.19,0.49,0.92,0.3,0,0.2982399819,0.476309534,0.7558578987,0.9999999997,2.507e-07,11.1277360412,0.0,69.6870458915,72.4905987851,27.6337524886,114.543892188,1.0006179095,1.0006431303,1.0002395976,1.0010214423,55558.9766507821,57826.6491671405,21543.8889054053,91841.7369125173,49.233914468,51.2026456708,19.7029464264,80.7336137124,True,True,False,1.0
5889,helpful,12,high_certainty,negative,neutral,0.75,0.625,7,7,0.0,0.1,1.0,0.1,0,0.4689955936,0.2953119505,1.0,1.0,2.997e-07,12.4900157097,0.0,27.9334140877,243.400726789,1.0,270.3341408767,1.0001424211,1.0012817896,1.0,1.0014242107,132835.729748693,1195513.5677382369,1.0,1328348.2974869297,22.4541164105,194.0870476946,1.0,215.5411641051,True,True,False,1.0
5890,relevant,2,low_certainty,positive,negative,0.0,0.375,5,3,0.68,0.18,0.37,0.5,2,0.224304412,0.8649511438,0.8967001435,0.9988998273,1.81e-08,9.1705476419,36.5628838768,4.3220055481,16.1335808301,50.3002234231,24.2001051403,1.0001388893,1.000632718,1.00074656,1.0003513224,13.3330981896,57.1841139747,6580.9542019063,3097.4490361912,2.4439247783,7.5778795458,31.3175879766,15.2671002243,True,True,False,1.0
5890,relevant,3,non_answer,positive,negative,0.0,0.375,3,5,0.28,0.61,0.42,0.33,2,0.1093487379,0.5239082313,0.7513661202,0.9999894984,3.0700000000000004e-08,9.1705476419,36.5628838768,45.2252004237,29.2751281397,6.1675641859,14.2880221923,1.0006697082,1.0004281741,1.00021605,1.0005555573,5903.6059752394,3774.797262858,20.184819406,50.3323927583,28.1966598026,18.3880283984,3.2461052108,6.7756991134,False,True,False,1.0
5890,relevant,4,high_certainty,positive,neutral,0.0,0.375,7,6,1.0,0.8,0.39,0.2,1,0.7219280949,0.5234901251,1.0,1.0,6.362e-07,14.0468755183,116.1046039664,113.1421157413,29.0355289353,270.3341408767,1.0,1.0010088319,1.000252208,1.0014242107,1.0,90707.9006543381,22677.7251635845,1328348.2974869297,1.0,79.749248111,20.6873120277,215.5411641051,1.0,True,True,False,1.0
5890,relevant,6,high_certainty,negative,positive,0.0,0.375,3,6,0.19,0.61,0.59,0.42,3,0.2633280886,0.7078329998,0.8500303582000001,1.0,2.58e-08,11.6379454383,90.4147558146,86.5083632527,55.6692814239,4.5065614119,15.9490249663,1.0007692343,1.0004918055,1.0001466054,1.0006250019,69165.0117489328,44220.6140689898,14.0182703112,56.4989418531,61.0463016846,39.3902584541,2.5241428216,7.4976615025,True,True,False,1.0
5890,relevant,7,exhaustive,negative,negative,0.0,0.375,5,3,0.63,0.27,0.62,0.36,2,0.1092074565,0.6085916232,0.782778865,0.9706975946,3.58e-08,9.1705476419,36.5628838768,5.9830083221,14.4725780561,46.675206995,27.8251215685,1.000208334,1.0005632733,1.0006916659,1.0004062165,19.4996472844,51.01756488,6097.1340400014,3581.2691980961,3.1658871675,6.8559171566,29.0883535666,17.4963346343,True,True,False,1.0
5890,relevant,8,exhaustive,positive,positive,0.0,0.375,3,6,0.6900000000000001,0.8200000000000001,0.24,0.13,3,0.2130964126,0.1513963367,0.5114083399,0.9978565632,3.203000000000001e-07,11.6379454383,90.4147558147,115.9456686348,26.2319760418,13.734354601,6.7212317772,1.0010340527,1.0002269872,1.000532409,1.0002391983,92975.5731706965,20410.0526472261,48.2768763934,22.2403357709,81.7179793138,18.718580825,6.5350449836,3.4867593405,True,True,False,1.0
5890,relevant,9,low_certainty,negative,negative,0.0,0.375,3,6,0.71,0.12,0.32,0.59,3,0.3393603811,0.9560029456,0.9443021767,1.0,4.221e-07,11.6379454383,90.4147558146,17.8213173612,124.3563273154,14.1034663285,6.3521200497,1.0001513248,1.0011097151,1.0005478412,1.0002237661,13607.0350981507,99778.5907197719,49.6472206367,20.8699915277,12.8123872166,87.6241729221,6.6954810701,3.326323254,True,True,False,1.0
5890,relevant,10,high_certainty,positive,positive,0.0,0.375,3,5,0.28,0.61,0.6000000000000001,0.33,2,0.1093487379,0.5239082313,0.7513661202,0.9999894984,3.0700000000000004e-08,9.1705476419,36.5628838768,45.2252004237,29.2751281397,6.1675641859,14.2880221923,1.0006697082,1.0004281741,1.00021605,1.0005555573,5903.6059752394,3774.797262858,20.184819406,50.3323927583,28.1966598026,18.3880283984,3.2461052108,6.7756991134,True,True,False,1.0
5890,relevant,11,exhaustive,negative,neutral,0.0,0.375,6,5,0.7000000000000001,0.31,0.81,0.39,1,0.0118825591,0.6549123129000001,0.8074534161,0.9999999008,6.71e-08,11.5493463255,53.8518719378,23.4751018547,51.0252267088,99.1243512736,43.053293403,1.0003403435,1.0007575388,1.0008827279,1.000378312,3000.6850038102,6677.7182342872,79369.5380725458,34016.0877453768,14.8212533423,31.7634348586,69.9055920971,30.5309680416,True,True,False,1.0
5890,relevant,12,low_certainty,positive,neutral,0.0,0.375,6,3,0.61,0.26,0.18,0.35,3,0.138053176,0.5927150152,0.7753655295,0.9705084697,6.35e-08,11.6379454383,90.4147558146,5.7984524583,14.6571339199,86.5083632527,55.6692814239,1.0002006179,1.0005709894,1.0007692343,1.0004918055,18.8144751627,51.7027370016,69165.0117489328,44220.6140689898,3.0856691243,6.9361351998,61.0463016846,39.3902584541,True,True,False,1.0
