submission_id,AnswerCertainty,AnswerPolarity,ContextType,StimID,TaskType,TrialType,age,certainty_max,certainty_min,comments,education,experimentType,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,p_max,p_min,prolific_pid,prolific_session_id,prolific_study_id,responseTime,sliderResponse,trialNr
796,exhaustive,negative,negative,11,relevance,main,33,NA,NA,,Graduated College,relevance_only,253285,1741777664293,1741777411008,female,relevant,English,NA,NA,5b914e471c4a9b0001d2b9df,67d169fd9c51d07e97de7407,67d161cf3bffdf1fcef74f61,8014,92,14
803,NA,NA,NA,2,relevance,practice,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,23376,65,1
803,NA,NA,NA,3,relevance,practice,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,23089,40,2
803,NA,NA,NA,4,relevance,practice,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,15247,3,3
803,NA,NA,NA,5,relevance,practice,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,12376,95,4
803,low_certainty,positive,negative,10,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,15168,45,1
803,NA,NA,NA,3,relevance,reasoning,33,10,0,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,1,0.9,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,11464,75,2
803,high_certainty,negative,negative,5,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,20039,55,3
803,high_certainty,positive,positive,3,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,12473,70,4
803,exhaustive,positive,neutral,6,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,10152,100,5
803,NA,NA,NA,3,relevance,attention,33,6,6,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,1,0.95,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,16353,100,6
803,non_answer,N/A,neutral,4,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,13832,5,7
803,exhaustive,negative,negative,2,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,12663,90,8
803,NA,NA,NA,4,relevance,reasoning,33,10,0,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,0.1,0,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,16584,20,9
803,low_certainty,negative,neutral,11,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,11640,60,10
803,non_answer,N/A,positive,7,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,25352,5,11
803,low_certainty,positive,positive,1,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,13816,15,12
803,NA,NA,NA,4,relevance,attention,33,2,2,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,0.05,0,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,14128,0,13
803,high_certainty,positive,negative,12,relevance,main,33,NA,NA,,Higher degree,relevance_only,309164,1741777842865,1741777533701,male,relevant,English,NA,NA,646b603e50eda67e0d6780d9,67d16a6f4153d2b06628c7e2,67d161cf3bffdf1fcef74f61,10847,30,14
793,NA,NA,NA,2,relevance,practice,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,10738,100,1
793,NA,NA,NA,3,relevance,practice,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,7332,100,2
793,NA,NA,NA,4,relevance,practice,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,4924,12,3
793,NA,NA,NA,5,relevance,practice,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,8608,100,4
793,low_certainty,negative,negative,9,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,10924,100,1
793,NA,NA,NA,3,relevance,reasoning,39,10,0,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,1,0.9,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,5782,100,2
793,low_certainty,positive,negative,10,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,12816,63,3
793,high_certainty,negative,positive,4,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,6708,5,4
793,high_certainty,positive,neutral,3,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,5782,54,5
793,NA,NA,NA,3,relevance,attention,39,6,6,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,1,0.95,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,9076,100,6
793,exhaustive,negative,positive,7,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,11437,97,7
793,low_certainty,positive,positive,5,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,5168,14,8
793,NA,NA,NA,4,relevance,reasoning,39,10,0,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,0.1,0,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,10347,10,9
793,non_answer,N/A,neutral,2,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,6475,3,10
793,high_certainty,positive,neutral,8,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,6987,56,11
793,low_certainty,negative,negative,1,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,6786,0,12
793,NA,NA,NA,4,relevance,attention,39,2,2,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,0.05,0,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,6248,0,13
793,exhaustive,positive,positive,12,relevance,main,39,NA,NA,,Graduated College,relevance_only,162055,1741777569321,1741777407266,female,relevant,english,NA,NA,61f2adffa09e72f23cbaf9e9,67d169f5201a97d4134f5912,67d161cf3bffdf1fcef74f61,8823,100,14
795,NA,NA,NA,2,relevance,practice,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,16692,70,1
795,NA,NA,NA,3,relevance,practice,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,17330,30,2
795,NA,NA,NA,4,relevance,practice,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,14988,0,3
795,NA,NA,NA,5,relevance,practice,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,13548,95,4
795,exhaustive,negative,positive,11,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,20873,90,1
795,NA,NA,NA,3,relevance,reasoning,43,10,0,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,1,0.9,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,19008,95,2
795,high_certainty,positive,neutral,7,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,20127,70,3
795,low_certainty,negative,positive,5,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,17967,40,4
795,low_certainty,positive,negative,8,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,26667,30,5
795,NA,NA,NA,3,relevance,attention,43,6,6,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,1,0.95,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,11322,100,6
795,low_certainty,positive,neutral,12,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,19836,10,7
795,low_certainty,negative,negative,4,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,16820,30,8
795,NA,NA,NA,4,relevance,reasoning,43,10,0,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,0.1,0,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,16364,10,9
795,high_certainty,negative,negative,10,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,17706,10,10
795,high_certainty,negative,positive,1,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,16568,35,11
795,non_answer,N/A,neutral,3,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,9162,0,12
795,NA,NA,NA,4,relevance,attention,43,2,2,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,0.05,0,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,4778,0,13
795,exhaustive,positive,positive,9,relevance,main,43,NA,NA,,Graduated College,relevance_only,321607,1741777662824,1741777341217,male,relevant,English,NA,NA,580b2aae94364b00011f4eb4,67d169b3ad1118295d4eb263,67d161cf3bffdf1fcef74f61,16812,90,14
807,NA,NA,NA,2,relevance,practice,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,35282,71,1
807,NA,NA,NA,3,relevance,practice,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,46419,30,2
807,NA,NA,NA,4,relevance,practice,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,7801,0,3
807,NA,NA,NA,5,relevance,practice,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,9051,100,4
807,high_certainty,negative,neutral,2,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,22380,40,1
807,NA,NA,NA,3,relevance,reasoning,35,10,0,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,1,0.9,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,15235,92,2
807,non_answer,N/A,neutral,6,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,21382,0,3
807,exhaustive,negative,negative,10,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,14406,97,4
807,low_certainty,positive,negative,4,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,12469,6,5
807,NA,NA,NA,3,relevance,attention,35,6,6,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,1,0.95,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,29208,100,6
807,low_certainty,negative,neutral,12,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,23256,31,7
807,exhaustive,positive,negative,8,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,26932,95,8
807,NA,NA,NA,4,relevance,reasoning,35,10,0,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,0.1,0,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,17863,11,9
807,low_certainty,negative,positive,9,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,12696,66,10
807,low_certainty,positive,positive,1,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,24273,66,11
807,high_certainty,positive,positive,7,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,36312,59,12
807,NA,NA,NA,4,relevance,attention,35,2,2,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,0.05,0,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,13158,0,13
807,high_certainty,negative,negative,3,relevance,main,35,NA,NA,,Graduated High-school,relevance_only,436960,1741777925531,1741777488571,male,relevant,English,NA,NA,62fcee59c17dc43614dcbcf6,67d16a40a387cb4bf847ec38,67d161cf3bffdf1fcef74f61,26865,65,14
794,NA,NA,NA,2,relevance,practice,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,26404,69,1
794,NA,NA,NA,3,relevance,practice,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,20260,15,2
794,NA,NA,NA,4,relevance,practice,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,24804,0,3
794,NA,NA,NA,5,relevance,practice,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,10841,100,4
794,exhaustive,negative,neutral,8,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,15944,100,1
794,NA,NA,NA,3,relevance,reasoning,51,10,0,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,1,0.9,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,13342,100,2
794,low_certainty,positive,positive,3,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,19676,3,3
794,high_certainty,positive,positive,12,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,19793,64,4
794,exhaustive,positive,negative,10,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,15140,91,5
794,NA,NA,NA,3,relevance,attention,51,6,6,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,1,0.95,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,14179,100,6
794,high_certainty,positive,positive,7,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,29248,85,7
794,high_certainty,negative,negative,11,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,12748,71,8
794,NA,NA,NA,4,relevance,reasoning,51,10,0,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,0.1,0,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,21227,16,9
794,non_answer,N/A,negative,5,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,11859,7,10
794,low_certainty,negative,neutral,4,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,17564,24,11
794,low_certainty,negative,neutral,1,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,13560,24,12
794,NA,NA,NA,4,relevance,attention,51,2,2,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,0.05,0,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,9193,0,13
794,exhaustive,positive,negative,9,relevance,main,51,NA,NA,,Higher degree,relevance_only,346592,1741777653985,1741777307393,female,relevant,English,NA,NA,5a9ea9fe1ade740001b92063,67d1698312bba1db865f750f,67d161cf3bffdf1fcef74f61,15478,100,14
802,NA,NA,NA,2,relevance,practice,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,16541,0,1
802,NA,NA,NA,3,relevance,practice,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,22528,35,2
802,NA,NA,NA,4,relevance,practice,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,7181,0,3
802,NA,NA,NA,5,relevance,practice,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,7222,100,4
802,low_certainty,positive,positive,9,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,5510,25,1
802,NA,NA,NA,3,relevance,reasoning,48,10,0,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,1,0.9,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,3650,100,2
802,exhaustive,positive,positive,1,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,12650,100,3
802,low_certainty,negative,neutral,7,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,81238,71,4
802,high_certainty,positive,negative,2,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,20128,71,5
802,NA,NA,NA,3,relevance,attention,48,6,6,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,1,0.95,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,8049,0,6
802,non_answer,N/A,negative,8,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,12051,0,7
802,exhaustive,negative,neutral,4,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,10976,0,8
802,NA,NA,NA,4,relevance,reasoning,48,10,0,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,0.1,0,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,8084,20,9
802,high_certainty,negative,neutral,5,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,13013,26,10
802,high_certainty,positive,negative,3,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,40899,69,11
802,high_certainty,negative,positive,12,relevance,main,48,NA,NA,,Higher degree,relevance_only,334528,1741777741858,1741777407330,female,relevant,English,NA,NA,59646f5198cf77000106feb1,67d169f2d66e9dde34fd0048,67d161cf3bffdf1fcef74f61,13279,62,12
