,submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,posterior_confidence,prior_confidence,posterior_sliderResponse,prior_sliderResponse,relevance_sliderResponse,first_order_belief_change,second_order_belief_change,entropy_change,kl_utility,bayes_factor_utility,beta_kl_utility,beta_entropy_change,beta_bayes_factor_utility,pure_second_order_belief_change,prior_beta_for_kl_a,prior_beta_for_kl_b,posterior_beta_for_kl_a,posterior_beta_for_kl_b,prior_beta_for_entropy_a,prior_beta_for_entropy_b,posterior_beta_for_entropy_a,posterior_beta_for_entropy_b,prior_beta_for_bf_a,prior_beta_for_bf_b,posterior_beta_for_bf_a,posterior_beta_for_bf_b,prior_beta_for_2nd_order_change_a,prior_beta_for_2nd_order_change_b,posterior_beta_for_2nd_order_change_a,posterior_beta_for_2nd_order_change_b
362,5830,helpful,3,high_certainty,negative,negative,1.0,0.5,4,4,0.30000000000000004,0.5,0.6000000000000001,0.2,0,0.11870910080000001,0.2391642705,0.5714285714,0.8856043582,5.7400000000000004e-08,5.8040885898,1e-10,19.5188876869,19.5188876869,12.1113326121,26.9264427616,1.0004673691,1.0004673691,1.0002804215,1.0006543167,413.0659797638,413.0659797638,248.2395878583,577.8923716693,10.8035020902,10.8035020902,6.8821012541,14.7249029262
363,5830,helpful,6,high_certainty,positive,positive,1.0,0.5,5,3,0.7000000000000001,0.5,0.75,0.2,2,0.11870910080000001,0.2391642705,0.5714285714,0.7387641145,1.333e-07,9.1705476419,36.5628838767,10.2277931891,10.2277931891,51.7502299944,22.750098569,1.0003858037,1.0003858037,1.0007685177,1.0003293647,35.258606082200004,35.258606082200004,6774.4822666682,2903.9209714292,5.0109021621,5.0109021621,32.2092817406,14.3754064603
364,5830,helpful,7,high_certainty,negative,positive,1.0,0.5,3,4,0.30000000000000004,0.6000000000000001,0.65,0.30000000000000004,1,0.0896596952,0.4569353242,0.7142857143,0.9908211680000001,1e-10,6.6301750076,11.5851998562,23.222665224300002,15.8151101495,6.5366759135,13.9189104647,1.0005608429,1.0003738953,1.0002314822,1.0005401251,495.4791757165,330.652783811,21.5551636493,48.962048515,12.7642025082,8.8428016721,3.4065412972,6.6152630269
365,5830,helpful,8,high_certainty,positive,positive,1.0,0.5,4,3,0.75,0.45,0.85,0.30000000000000004,1,0.1814963295,0.46092190460000004,0.7272727273,0.9276438543000001,1.119e-07,6.6301750076,11.5851998562,9.3050138702,11.150572508,28.7783315303,10.2594438434,1.0003472233,1.000424384,1.0007010536,1.0002336845,31.8327454739,38.6844666904,619.0989696456,207.0329898819,4.6098119459,5.4119923783,15.7052531353,5.9017510451
366,5830,helpful,9,exhaustive,positive,neutral,1.0,0.5,5,4,0.9500000000000001,0.5,0.92,0.45,1,0.7136030429,0.8066265003,0.9473684211000001,0.9999999987,4.3030000000000003e-07,9.0886552519,24.9776840205,19.5188876869,19.5188876869,69.8753121352,4.6250164282,1.0004673691,1.0004673691,1.0010429883,1.0000548941,413.0659797638,413.0659797638,9193.5830761926,484.8201619049,10.8035020902,10.8035020902,43.3554537909,3.22923441
367,5830,helpful,10,non_answer,,negative,1.0,0.5,4,4,0.5,0.5,0.04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,19.5188876869,19.5188876869,19.5188876869,19.5188876869,1.0004673691,1.0004673691,1.0004673691,1.0004673691,413.0659797638,413.0659797638,413.0659797638,413.0659797638,10.8035020902,10.8035020902,10.8035020902,10.8035020902
368,5830,helpful,11,exhaustive,negative,positive,1.0,0.5,6,5,0.04,0.75,0.93,0.71,1,0.5689859354,0.9797842113,0.9861111111,1.0,4.629e-07,11.6005071052,53.8518719378,55.3752464226,19.1250821409,6.6071057871,135.5705388895,1.0008234118,1.0002744706,1.0000504416,1.0012105983,7258.3024285731,2420.1008095244,4536.3450327169,108849.2807852057,34.4385161507,12.1461720502,4.9374624055,95.4990977332
369,5830,helpful,12,low_certainty,positive,negative,1.0,0.5,6,5,0.05,0.05,0.75,0.0,1,0.0,0.0,1.110223025e-16,0.060754508400000004,1.6200000000000002e-07,11.5493463255,53.8518719378,4.6250164282,69.8753121352,8.0088822338,134.1687624428,1.0000548941,1.0010429883,1.000063052,1.0011979879,484.8201619049,9193.5830761926,5670.1812908961,107715.4445270265,3.22923441,43.3554537909,5.9218280069,94.5147321318
370,5831,helpful,1,exhaustive,negative,negative,0.75,0.875,5,5,0.08,0.26,0.5700000000000001,0.18,0,0.4245671823,0.2968381918,0.7525083612,0.9990318490000001,2.3520000000000001e-07,8.156368267,1e-10,19.8500854265,54.6502431369,6.8000262851,67.7003022783,1.0002854494,1.000812433,1.0000878306,1.0010100518,2516.8648419053,7161.5383961921,775.1122590478,8903.2909790496,12.5920189322,33.9926692687,4.5667750561,42.0179131449
371,5831,helpful,2,high_certainty,positive,positive,0.75,0.875,7,6,0.96,0.63,0.9500000000000001,0.33,1,0.7083799036,0.6492458158000001,0.9290540541000001,1.0,6.993e-07,14.0102263806,116.1046039664,89.3119161463,52.8657285303,259.5607752416,11.7733656351,1.0007944551,1.0004665848,1.0013672422,1.0000569684,71432.6842652912,41952.9415526314,1275214.4055874525,53134.8918994772,63.0150328874,37.4215272513,206.9595175409,9.5816465642
372,5831,helpful,4,low_certainty,negative,neutral,0.75,0.875,5,5,0.07,0.6000000000000001,0.75,0.53,0,0.6050269436,0.8783973803,0.9498207885000001,1.0,3.462e-07,9.2359094231,0.0,44.500197138,30.0001314254,6.0750229994,68.425305564,1.0006587294,1.000439153,1.0000768518,1.0010210306,5806.8419428585,3871.561295239,678.3482266668,9000.0550114306,27.7508129206,18.8338752804,4.1209281741,42.4637600269
373,5831,helpful,5,non_answer,,neutral,0.75,0.875,5,6,0.30000000000000004,0.17,0.39,0.13,1,0.2235861205,0.15627452190000002,0.5220883534,0.9886118069000001,2.3930000000000003e-07,11.5493463255,53.8518719379,24.830199595,117.3474450816,22.750098569,51.7502299944,1.0002143768,1.0010466631,1.0003293647,1.0007685177,19276.2163890468,94109.4094288758,2903.9209714292,6774.4822666682,17.7342152236,82.7023449152,14.3754064603,32.2092817406
374,5831,helpful,6,high_certainty,negative,positive,0.75,0.875,5,6,0.25,0.6000000000000001,0.68,0.35000000000000003,1,0.15967247,0.5678936438000001,0.7777777778,1.0,6.35e-08,11.5493463255,53.8518719378,85.106586806,57.0710578706,19.1250821409,55.3752464226,1.0007566239,1.0005044159,1.0002744706,1.0008234118,68031.1754907536,45354.450327169,2420.1008095244,7258.3024285731,60.0619360832,40.3746240555,12.1461720502,34.4385161507
375,5831,helpful,8,high_certainty,negative,neutral,0.75,0.875,5,4,0.64,0.55,0.59,0.09,1,0.0500912647,0.0538405512,0.3125,0.3954956153,6.46e-08,9.0886552519,24.9776840205,21.3707764556,17.6669989182,47.4002102806,27.1001182828,1.000514106,1.0004206322,1.0007026447,1.0003952377,454.2725777401,371.8593817874,6193.8980723824,3484.5051657151,11.7838522992,9.8231518812,29.5342004486,17.0504877523
376,5831,helpful,9,exhaustive,positive,negative,0.75,0.875,6,4,0.7000000000000001,0.31,0.53,0.39,2,0.0118825591,0.6549123129000001,0.8074534161,0.9997773927,1.161e-07,11.6312549634,78.8295559584,12.4817103659,26.5560650079,99.1243512736,43.053293403,1.0002897688,1.0006449693,1.0008827279,1.000378312,256.4809074535,569.651052074,79369.5380725458,34016.0877453768,7.0781712959,14.5288328844,69.9055920971,30.5309680416
377,5831,helpful,10,non_answer,,negative,0.75,0.875,5,5,0.6000000000000001,0.45,0.29,0.15,0,0.0218238595,0.13950144,0.4545454545,0.8960522242000001,1.48e-08,7.9741614646,1e-10,33.6251478535,40.8751807099,44.500197138,30.0001314254,1.0004940471,1.0006038353,1.0006587294,1.000439153,4355.3814571438,5323.0217809536,5806.8419428585,3871.561295239,21.0631096904,25.5215785105,27.7508129206,18.8338752804
378,5831,helpful,11,low_certainty,negative,positive,0.75,0.875,5,6,0.62,0.61,0.37,0.01,1,0.0067575263,0.0007001438,0.041356493,0.1033484095,3.72e-08,11.5493463255,53.8518719377,86.5083632527,55.6692814239,45.9502037093,28.5501248541,1.0007692343,1.0004918055,1.0006806871,1.0004171953,69165.0117489328,44220.6140689898,6000.3700076204,3678.033230477,61.0463016846,39.3902584541,28.6425066846,17.9421815164
379,5831,helpful,12,low_certainty,positive,negative,0.75,0.875,6,7,0.24,0.01,0.37,0.23,1,0.7142471435000001,0.8452982876,0.9680134680000001,1.0,6.618000000000001e-07,14.0328958552,116.1046039664,3.6933414088000003,267.6407994679,34.6426347224,107.5350099542,1.0000142421,1.0014099686,1.0003026496,1.0009583903,13284.4729748693,1315064.8245120603,27213.0701963014,86172.5556216212,3.1454116411,213.395752464,24.6247744333,75.8117857054
380,5832,relevant,1,high_certainty,negative,positive,1.0,0.875,5,6,0.66,0.9400000000000001,0.75,0.28,1,0.5973737858,0.6938893726,0.8760951189,0.9999999997000001,4.889e-07,11.5493463255,53.8518719378,132.766985996,9.4106586806,48.8502168519,25.6501117116,1.0011853775,1.0000756624,1.0007246024,1.00037328,106581.6082688473,6804.0175490753,6387.4261371443,3290.9771009531,93.5303665304,6.9061936083,30.4258942126,16.1587939883
381,5832,relevant,2,low_certainty,negative,negative,1.0,0.875,4,5,0.31,0.31,0.7000000000000001,0.0,1,0.0,0.0,0.0,0.0890449799,4.91e-08,9.0886552519,24.9776840206,23.4751018547,51.0252267088,12.4817103659,26.5560650079,1.0003403435,1.0007575388,1.0002897688,1.0006449693,3000.6850038102,6677.7182342872,256.4809074535,569.651052074,14.8212533423,31.7634348586,7.0781712959,14.5288328844
382,5832,relevant,3,exhaustive,positive,positive,1.0,0.875,6,6,1.0,0.7000000000000001,1.0,0.30000000000000004,0,0.8812908992,0.6942075016,1.0,1.0,5.483e-07,11.1277360412,0.0,99.1243512736,43.053293403,141.1776446766,1.0,1.0008827279,1.000378312,1.0012610399,1.0,79369.5380725458,34016.0877453768,113384.6258179226,1.0,69.9055920971,30.5309680416,99.4365601387,1.0
383,5832,relevant,5,exhaustive,positive,negative,1.0,0.875,7,5,1.0,0.25,0.99,0.75,2,0.8112781245,0.99,1.0,1.0,7.816000000000001e-07,14.1030832488,169.9564759042,19.1250821409,55.3752464226,270.3341408767,1.0,1.0002744706,1.0008234118,1.0014242107,1.0,2420.1008095244,7258.3024285731,1328348.2974869297,1.0,12.1461720502,34.4385161507,215.5411641051,1.0
384,5832,relevant,6,non_answer,,positive,1.0,0.875,4,4,0.55,0.55,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,21.3707764556,17.6669989182,21.3707764556,17.6669989182,1.000514106,1.0004206322,1.000514106,1.0004206322,454.2725777401,371.8593817874,454.2725777401,371.8593817874,11.7838522992,9.8231518812,11.7838522992,9.8231518812
385,5832,relevant,7,exhaustive,negative,positive,1.0,0.875,4,6,0.6000000000000001,0.8,0.85,0.2,2,0.2490224996,0.2936458525,0.625,0.9999208091,2.842e-07,11.6312549634,78.8295559584,113.1421157413,29.0355289353,23.222665224300002,15.8151101495,1.0010088319,1.000252208,1.0005608429,1.0003738953,90707.9006543381,22677.7251635845,495.4791757165,330.652783811,79.749248111,20.6873120277,12.7642025082,8.8428016721
386,5832,relevant,8,non_answer,,neutral,1.0,0.875,5,5,0.08,0.08,0.04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,6.8000262851,67.7003022783,6.8000262851,67.7003022783,1.0000878306,1.0010100518,1.0000878306,1.0010100518,775.1122590478,8903.2909790496,775.1122590478,8903.2909790496,4.5667750561,42.0179131449,4.5667750561,42.0179131449
387,5832,relevant,10,low_certainty,positive,neutral,1.0,0.875,5,3,0.6000000000000001,0.2,0.55,0.4,2,0.2490224996,0.7187953489000001,0.8333333333,0.9867131215,1.42e-08,9.1705476419,36.5628838769,4.6911172756,15.7644691026,44.500197138,30.0001314254,1.0001543215,1.0006172858,1.0006587294,1.000439153,14.7034424329,55.8137697315,5806.8419428585,3871.561295239,2.6043608648000003,7.4174434593,27.7508129206,18.8338752804
388,5832,relevant,11,high_certainty,positive,neutral,1.0,0.875,6,7,0.85,0.5,0.86,0.35000000000000003,1,0.3901596953,0.5927694933000001,0.8235294118,1.0,2.8100000000000004e-07,14.0102263806,116.1046039665,135.6670704383,135.6670704383,120.1509979751,22.0266467015,1.0007121053,1.0007121053,1.0010718839,1.000189156,664174.6487434648,664174.6487434648,96377.0819452342,17008.5438726884,108.2705820526,108.2705820526,84.6710761179,15.7654840208
389,5832,relevant,12,high_certainty,negative,negative,1.0,0.875,7,6,0.0,0.30000000000000004,0.96,0.30000000000000004,1,0.8812908992,0.6942075016,1.0,1.0,7.668e-07,14.0647084068,116.1046039664,43.053293403,99.1243512736,1.0,270.3341408767,1.000378312,1.0008827279,1.0,1.0014242107,34016.0877453768,79369.5380725458,1.0,1328348.2974869297,30.5309680416,69.9055920971,1.0,215.5411641051
390,5833,helpful,1,high_certainty,negative,negative,1.0,0.875,5,3,0.1,0.30000000000000004,0.8,0.2,2,0.4122953056,0.3205098295,0.7407407407000001,0.8997459132000001,3.317e-07,9.1705476419,36.5628838768,6.5366759135,13.9189104647,8.2500328563,66.2502957071,1.0002314822,1.0005401251,1.0001097882,1.0009880941,21.5551636493,48.962048515,968.6403238097,8709.7629142877,3.4065412972,6.6152630269,5.4584688201,41.1262193808
391,5833,helpful,2,high_certainty,positive,neutral,1.0,0.875,4,2,0.75,0.65,0.7000000000000001,0.1,2,0.12278993090000001,0.0741970747,0.380952381,0.3292204838,1.2070000000000002e-07,6.7118775278000005,16.9586706552,6.6671019044,4.0515164101,28.7783315303,10.2594438434,1.0003955183,1.0002129714,1.0007010536,1.0002336845,3.6124986634000003,2.4067300495,619.0989696456,207.0329898819,2.7214167914000003,1.9269167338000002,15.7052531353,5.9017510451
392,5833,helpful,3,low_certainty,positive,positive,1.0,0.875,5,4,0.5,0.5,0.15,0.0,1,0.0,0.0,0.0,0.058250543,2.9400000000000002e-08,9.0886552519,24.9776840206,19.5188876869,19.5188876869,37.2501642817,37.2501642817,1.0004673691,1.0004673691,1.0005489412,1.0005489412,413.0659797638,413.0659797638,4839.2016190487,4839.2016190487,10.8035020902,10.8035020902,23.2923441005,23.2923441005
393,5833,helpful,4,low_certainty,negative,neutral,1.0,0.875,5,5,0.05,0.1,0.7000000000000001,0.05,0,0.1825986365,0.053985891,0.5263157895,0.6089762823,8.41e-08,6.8769252025,0.0,8.2500328563,66.2502957071,4.6250164282,69.8753121352,1.0001097882,1.0009880941,1.0000548941,1.0010429883,968.6403238097,8709.7629142877,484.8201619049,9193.5830761926,5.4584688201,41.1262193808,3.22923441,43.3554537909
394,5833,helpful,6,low_certainty,negative,neutral,1.0,0.875,3,4,0.5,0.1,0.4,0.4,1,0.5310044064,0.8167540412000001,0.8888888889000001,0.9998990273,2.543e-07,6.6301750076,11.585199856100001,4.7037775374,34.3339978364,10.2277931891,10.2277931891,1.0000934738,1.0008412644,1.0003858037,1.0003858037,83.4131959528,742.7187635748,35.258606082200004,35.258606082200004,2.960700418,18.6463037623,5.0109021621,5.0109021621
395,5833,helpful,7,high_certainty,negative,positive,1.0,0.875,5,4,0.5,0.6000000000000001,0.7000000000000001,0.1,1,0.0290494055,0.0655562675,0.33333333330000003,0.4305358959,1.5000000000000002e-08,9.0886552519,24.9776840207,23.222665224300002,15.8151101495,37.2501642817,37.2501642817,1.0005608429,1.0003738953,1.0005489412,1.0005489412,495.4791757165,330.652783811,4839.2016190487,4839.2016190487,12.7642025082,8.8428016721,23.2923441005,23.2923441005
396,5833,helpful,8,exhaustive,positive,negative,1.0,0.875,6,3,0.9500000000000001,0.4,0.9500000000000001,0.55,3,0.6845536373000001,0.9014363025000001,0.9649122807,0.9999997269,6.072e-07,11.637945438300001,90.4147558146,8.3822345513,12.0733518269,134.1687624428,8.0088822338,1.0003086429,1.0004629644,1.0011979879,1.000063052,28.4068848657,42.1103272986,107715.4445270265,5670.1812908961,4.2087217296,5.8130825945,94.5147321318,5.9218280069
397,5833,helpful,10,exhaustive,negative,negative,1.0,0.875,6,3,0.05,0.7000000000000001,0.9500000000000001,0.65,3,0.5948939421,0.9592102556000001,0.977443609,0.9999999968000001,5.778e-07,11.637945438300001,90.4147558146,13.9189104647,6.5366759135,8.0088822338,134.1687624428,1.0005401251,1.0002314822,1.000063052,1.0011979879,48.962048515,21.5551636493,5670.1812908961,107715.4445270265,6.6152630269,3.4065412972,5.9218280069,94.5147321318
398,5833,helpful,11,non_answer,,positive,1.0,0.875,2,2,0.5,0.5,0.05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,5.3593091572,5.3593091572,5.3593091572,5.3593091572,1.0003042449,1.0003042449,1.0003042449,1.0003042449,3.0096143564,3.0096143564,3.0096143564,3.0096143564,2.3241667626,2.3241667626,2.3241667626,2.3241667626
399,5833,helpful,12,non_answer,,neutral,1.0,0.875,5,5,0.05,0.05,0.05,0.0,0,0.0,0.0,1.110223025e-16,0.0,0.0,0.6931471806,0.0,4.6250164282,69.8753121352,4.6250164282,69.8753121352,1.0000548941,1.0010429883,1.0000548941,1.0010429883,484.8201619049,9193.5830761926,484.8201619049,9193.5830761926,3.22923441,43.3554537909,3.22923441,43.3554537909
400,5834,relevant,1,low_certainty,negative,positive,1.0,0.75,5,6,0.5,0.7000000000000001,0.75,0.2,1,0.11870910080000001,0.2514331054,0.5714285714,0.9996733617,1.386e-07,11.5493463255,53.8518719377,99.1243512736,43.053293403,37.2501642817,37.2501642817,1.0008827279,1.000378312,1.0005489412,1.0005489412,79369.5380725458,34016.0877453768,4839.2016190487,4839.2016190487,69.9055920971,30.5309680416,23.2923441005,23.2923441005
401,5834,relevant,2,exhaustive,positive,neutral,1.0,0.75,7,5,1.0,0.4,1.0,0.6000000000000001,2,0.9709505945,0.9523490125,1.0,1.0,8.856e-07,14.1009034458,169.9564759041,30.0001314254,44.500197138,270.3341408767,1.0,1.000439153,1.0006587294,1.0014242107,1.0,3871.561295239,5806.8419428585,1328348.2974869297,1.0,18.8338752804,27.7508129206,215.5411641051,1.0
402,5834,relevant,3,non_answer,,negative,1.0,0.75,6,7,0.5,0.30000000000000004,0.15,0.2,1,0.11870910080000001,0.2514331054,0.5714285714,0.9999997934,1.72e-07,14.0102263806,116.1046039663,81.800242263,189.5338986137,71.0888223383,71.0888223383,1.0004272632,1.0009969475,1.0006305199,1.0006305199,398505.189246079,929844.1082408507,56692.8129089613,56692.8129089613,65.3623492315,151.1788148736,50.2182800694,50.2182800694
403,5834,relevant,4,low_certainty,positive,negative,1.0,0.75,6,7,0.7000000000000001,0.5,0.85,0.2,1,0.11870910080000001,0.2391642705,0.5714285714,0.9999999055000001,6.56e-08,14.0102263806,116.1046039665,135.6670704383,135.6670704383,99.1243512736,43.053293403,1.0007121053,1.0007121053,1.0008827279,1.000378312,664174.6487434648,664174.6487434648,79369.5380725458,34016.0877453768,108.2705820526,108.2705820526,69.9055920971,30.5309680416
404,5834,relevant,5,exhaustive,positive,neutral,1.0,0.75,7,7,1.0,0.2,1.0,0.8,0,0.7219280949,0.9952349013,1.0,1.0,5.327e-07,14.5694506643,0.0,54.8668281753,216.4673127013,270.3341408767,1.0,1.0002848421,1.0011393685,1.0014242107,1.0,265670.4594973859,1062678.8379895438,1328348.2974869297,1.0,43.908232821,172.6329312841,215.5411641051,1.0
405,5834,relevant,7,exhaustive,negative,negative,1.0,0.75,7,6,0.0,0.05,1.0,0.05,1,0.2863969571,0.1566663713,1.0,0.9999946175000001,3.425e-07,14.0195153535,116.1046039664,8.0088822338,134.1687624428,1.0,270.3341408767,1.000063052,1.0011979879,1.0,1.0014242107,5670.1812908961,107715.4445270265,1.0,1328348.2974869297,5.9218280069,94.5147321318,1.0,215.5411641051
406,5834,relevant,8,high_certainty,negative,positive,1.0,0.75,7,7,0.9500000000000001,0.9,1.0,0.05,0,0.1825986365,0.053985891,0.5263157895,0.9765104102000001,1.4150000000000002e-07,11.7968760572,0.0,243.400726789,27.9334140877,256.8674338329,14.4667070438,1.0012817896,1.0001424211,1.0013530001,1.0000712105,1195513.5677382369,132835.7297486929,1261930.9326125833,66418.3648743464,194.0870476946,22.4541164105,204.8141058998,11.7270582053
407,5834,relevant,9,low_certainty,positive,negative,1.0,0.75,6,6,0.30000000000000004,0.15,0.6000000000000001,0.15,0,0.27145059450000003,0.2128172956,0.5882352941,0.9971477944,2.154e-07,10.4346182581,0.0,22.0266467015,120.1509979751,43.053293403,99.1243512736,1.000189156,1.0010718839,1.000378312,1.0008827279,17008.5438726884,96377.0819452342,34016.0877453768,79369.5380725458,15.7654840208,84.6710761179,30.5309680416,69.9055920971
408,5834,relevant,10,exhaustive,negative,neutral,1.0,0.75,7,6,0.0,0.4,1.0,0.4,1,0.9709505945,0.8167540412000001,1.0,1.0,8.451000000000001e-07,14.0822288471,116.1046039664,57.0710578706,85.106586806,1.0,270.3341408767,1.0005044159,1.0007566239,1.0,1.0014242107,45354.450327169,68031.1754907536,1.0,1328348.2974869297,40.3746240555,60.0619360832,1.0,215.5411641051
409,5834,relevant,11,high_certainty,positive,positive,1.0,0.75,7,6,1.0,0.7000000000000001,1.0,0.30000000000000004,1,0.8812908992,0.6942075016,1.0,1.0,7.668e-07,14.0647084068,116.1046039664,99.1243512736,43.053293403,270.3341408767,1.0,1.0008827279,1.000378312,1.0014242107,1.0,79369.5380725458,34016.0877453768,1328348.2974869297,1.0,69.9055920971,30.5309680416,215.5411641051,1.0
410,5835,helpful,1,non_answer,,positive,1.0,0.75,5,5,0.65,0.65,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,48.1252135662,26.3751149972,48.1252135662,26.3751149972,1.0007136235,1.0003842588,1.0007136235,1.0003842588,6290.6621047633,3387.7411333341,6290.6621047633,3387.7411333341,29.9800473306,16.6046408703,29.9800473306,16.6046408703
411,5835,helpful,4,high_certainty,positive,negative,1.0,0.75,5,4,0.27,0.03,0.6900000000000001,0.24,1,0.6470727784,0.722358299,0.9163802978000001,0.9927463239000001,1.829e-07,9.0886552519,24.9776840207,2.1111332612,36.9266421126,20.5750887121,53.9252398513,1.0000280421,1.000906696,1.0002964282,1.0008014541,25.7239587858,800.4080007417,2613.6288742863,7064.7743638111,1.5882101254,20.0187940549,13.0378658143,33.5468223867
412,5835,helpful,5,low_certainty,negative,neutral,1.0,0.75,5,4,0.12,0.30000000000000004,0.76,0.18,1,0.3519300339,0.2619248187,0.6818181818,0.9508657445,2.578e-07,9.0886552519,24.9776840206,12.1113326121,26.9264427616,9.7000394276,64.8002891358,1.0002804215,1.0006543167,1.0001317459,1.0009661365,248.2395878583,577.8923716693,1162.1683885717,8516.2348495257,6.8821012541,14.7249029262,6.3501625841,40.2345256168
413,5835,helpful,6,high_certainty,negative,positive,1.0,0.75,5,5,0.12,0.88,0.7000000000000001,0.76,0,0.0,0.9934626239000001,0.9814049587,1.0,0.0,9.5962918497,0.0,64.8002891358,9.7000394276,9.7000394276,64.8002891358,1.0009661365,1.0001317459,1.0001317459,1.0009661365,8516.2348495257,1162.1683885717,1162.1683885717,8516.2348495257,40.2345256168,6.3501625841,6.3501625841,40.2345256168
414,5835,helpful,7,exhaustive,negative,negative,1.0,0.75,6,4,0.02,0.1,0.92,0.08,2,0.32755505100000004,0.15658960560000001,0.8163265306,0.9204832758,4.355e-07,11.6312549634,78.8295559585,4.7037775374,34.3339978364,3.8035528935,138.3740917831,1.0000934738,1.0008412644,1.0000252208,1.0012358191,83.4131959528,742.7187635748,2268.6725163585,111116.9533015642,2.960700418,18.6463037623,2.9687312028,97.467828936
415,5835,helpful,8,exhaustive,positive,positive,1.0,0.75,7,5,0.99,0.8,0.96,0.19,2,0.6411349590000001,0.4518933882,0.9595959596,0.9999999993,6.942000000000001e-07,14.0921364057,169.9564759042,59.0002628507,15.5000657127,267.6407994679,3.6933414088000003,1.0008783059,1.0002195765,1.0014099686,1.0000142421,7742.122590478,1936.2806476195,1315064.8245120603,13284.4729748693,36.6677505607,9.9169376402,213.395752464,3.1454116411
416,5835,helpful,9,exhaustive,negative,neutral,1.0,0.75,7,5,0.02,0.73,1.0,0.71,2,0.7000240937000001,0.9808939638,0.9924517752,1.0,7.354e-07,14.0921364057,169.9564759041,53.9252398513,20.5750887121,6.3866828175,264.9474580592,1.0008014541,1.0002964282,1.0000284842,1.0013957264,7064.7743638111,2613.6288742863,26567.9459497386,1301781.351537191,33.5468223867,13.0378658143,5.2908232821,211.250340823
417,5835,helpful,10,low_certainty,positive,neutral,1.0,0.75,3,1,0.39,0.31,0.38,0.08,2,0.0716260901,0.0465897022,0.2972872538,0.20095341390000002,3.53e-08,4.276713633,7.865804879,2.1211146617,3.495384247,8.1976786875,12.2579076907,1.0001380695,1.0003073159,1.0003009268,1.0004706805,0.5392752335000001,-0.0254841577,27.7217127441,42.7954994202,1.048359828,1.1076396171,4.1285036864,5.8933006377
418,5835,helpful,11,exhaustive,positive,neutral,1.0,0.75,6,2,0.86,0.28,1.0,0.58,4,0.27121199890000003,0.9132044709,0.9366925065,0.9973240248,4.171e-07,11.6385144577,95.7882266134,3.4412131280000002,7.2774051864,121.5527744219,20.6248702547,1.0001703771,1.0004381126,1.0010844943,1.0001765456,2.1253840396,3.8938446733000003,97510.9182034134,15874.7076145092,1.7415333871,2.9068001382,85.6554417193,14.7811184194
419,5835,helpful,12,high_certainty,negative,negative,1.0,0.75,7,6,0.01,0.09,0.87,0.08,1,0.3556766812,0.1846334516,0.8978675645,0.9999861611,3.994e-07,14.0102263806,116.1046039663,13.6159880209,128.5616566557,3.6933414088000003,267.6407994679,1.0001134936,1.0011475463,1.0000142421,1.0014099686,10205.526323613,103180.0994943096,13284.4729748693,1315064.8245120603,9.8592904125,90.5772697263,3.1454116411,213.395752464
420,5836,relevant,1,exhaustive,negative,neutral,1.0,0.625,6,5,0.81,0.58,0.88,0.23,1,0.27998243510000004,0.3283853104,0.6760728983000001,0.9991407434,2.7240000000000003e-07,11.5493463255,53.8518719379,43.0501905668,31.4501379966,114.543892188,27.6337524886,1.0006367718,1.0004611106,1.0010214423,1.0002395976,5613.3138780965,4065.0893600009,91841.7369125173,21543.8889054053,26.8591191565,19.7255690444,80.7336137124,19.7029464264
421,5836,relevant,4,non_answer,,neutral,1.0,0.625,4,4,0.25,0.47000000000000003,0.02,0.22,0,0.1861234641,0.2887709475,0.6241134752,0.9386301414,8.84e-08,5.8988504008,0.0,18.4077544257,20.6300209481,10.2594438434,28.7783315303,1.0004393269,1.0004954112,1.0002336845,1.0007010536,388.3420209779,437.7899385496,207.0329898819,619.0989696456,10.2152919648,11.3917122156,5.9017510451,15.7052531353
422,5836,relevant,5,exhaustive,positive,positive,1.0,0.625,6,6,0.84,0.67,0.81,0.17,0,0.2806168181,0.21824378260000002,0.6132756133,0.9997675890000001,2.2640000000000002e-07,10.5597744841,1e-10,94.9190219333,47.2586227433,118.7492215283,23.4284231483,1.0008448967,1.0004161432,1.0010592735,1.0002017664,75968.0292980082,37417.5965199145,95243.245687055,18142.3801308676,66.952495293,33.4840648458,83.6867105165,16.7498496222
423,5836,relevant,6,high_certainty,positive,neutral,1.0,0.625,5,6,0.29,0.29,0.47000000000000003,0.0,1,0.0,0.0,-2.2204460489999999e-16,0.0880450587,6.2e-08,11.5493463255,53.8518719377,41.6515169562,100.5261277204,22.0250952834,52.47523328,1.0003657016,1.0008953383,1.0003183859,1.0007794965,32882.2514871976,80503.3743307251,2807.1569390483,6871.2462990492,29.5466024402,70.8899576985,13.9295595783,32.6551286227
